,股票代码,股票名称,最新价,涨幅,3日均线,5日均线,10日均线,3日均线涨幅,5日均线涨幅,10日均线涨幅
1800,300444,双杰电气,8.68,5.98,3,3,20,7.16,7.16,28.97
1365,002948,青岛银行,8.28,5.61,3,9,9,4.94,28.97,28.97
1745,300388,国祯环保,11.23,-0.97,-1,19,18,0.0,32.9,28.93
1206,002770,科迪乳业,3.79,1.61,4,4,18,2.99,2.99,28.91
3224,603305,旭升股份,34.31,-1.27,-1,-1,19,0.0,0.0,28.89
2491,600501,航天晨光,8.21,0.98,9,19,17,14.99,32.21,28.89
1887,300534,陇神戎发,7.23,10.05,5,9,17,13.15,19.31,28.88
914,002466,天齐锂业,38.60,2.8,4,11,18,3.76,18.19,28.88
1913,300561,汇金科技,15.98,3.56,4,3,16,9.08,7.61,28.87
1524,300162,雷曼股份,6.52,0.93,3,3,15,8.31,8.31,28.85
1618,300257,开山股份,13.89,1.17,5,19,19,8.69,28.85,28.85
1294,002868,绿康生化,19.88,-1.78,-1,9,17,0.0,21.52,28.84
3259,603366,日出东方,5.05,0.0,3,3,16,3.7,3.7,28.83
3127,603077,和邦生物,2.10,4.48,4,13,19,6.06,22.81,28.83
698,002245,澳洋顺昌,5.24,4.59,3,2,17,8.71,4.59,28.75
324,000812,陕西金叶,5.02,-3.09,-1,4,17,0.0,6.81,28.72
369,000887,中鼎股份,12.73,4.43,2,9,18,4.43,13.36,28.72
2398,600366,宁波韵升,6.77,4.48,4,13,18,11.35,21.76,28.71
1270,002842,翔鹭钨业,20.86,0.0,-1,19,18,0.0,32.11,28.69
653,002200,云投生态,7.18,5.9,4,18,17,12.36,30.55,28.67
1433,300071,华谊嘉信,4.31,0.47,2,2,15,0.47,0.47,28.66
2411,600380,健康元,8.53,2.52,9,8,19,18.64,11.65,28.66
1134,002692,睿康股份,4.76,4.39,5,3,17,7.94,7.21,28.65
447,000989,九 芝 堂,12.63,-1.71,3,3,18,2.52,2.52,28.62
614,002160,常铝股份,4.36,0.23,3,3,17,0.93,0.93,28.61
3254,603358,华达科技,14.39,4.05,9,9,18,21.43,21.43,28.6
784,002334,英威腾,6.34,10.07,3,3,19,13.62,13.62,28.6
1950,300603,立昂技术,30.10,0.0,4,4,16,8.51,8.51,28.58
165,000587,金洲慈航,3.42,6.54,3,3,17,9.27,9.27,28.57
557,002102,ST冠福,1.98,4.76,2,1,18,4.76,0.0,28.57
336,000828,东莞控股,10.17,1.6,3,19,28,1.19,24.79,28.57
362,000878,云南铜业,10.76,1.51,4,13,19,4.57,22.69,28.55
732,002280,联络互动,4.91,0.82,4,3,16,10.09,8.39,28.53
1691,300332,天壕环境,4.82,7.11,3,3,16,11.32,11.32,28.53
2972,601336,新华保险,54.09,0.17,4,13,20,3.36,22.4,28.48
1535,300173,智慧松德,6.09,4.1,4,3,16,10.93,8.17,28.48
1095,002652,扬子新材,5.19,0.78,4,3,17,5.06,2.17,28.47
2052,300709,精研科技,33.12,1.6,4,3,17,4.64,3.82,28.47
1300,002875,安奈儿,25.96,10.0,1,1,8,0.0,0.0,28.45
3356,603656,泰禾光电,18.92,-1.77,4,3,18,14.81,4.36,28.45
2735,600777,新潮能源,2.71,6.27,2,9,19,6.27,18.86,28.44
3158,603131,上海沪工,21.28,1.58,5,5,19,3.3,3.3,28.42
2212,600148,长春一东,18.77,10.02,3,3,18,13.35,13.35,28.39
404,000930,中粮生化,9.18,0.11,4,3,16,12.09,8.9,28.39
180,000606,顺利办,7.65,0.92,3,3,17,5.81,5.81,28.36
559,002104,恒宝股份,7.74,5.31,3,2,17,9.63,5.31,28.36
2310,600259,广晟有色,28.35,5.98,3,3,16,8.66,8.66,28.34
92,000425,徐工机械,4.26,1.19,5,9,19,8.12,14.21,28.31
2421,600391,航发科技,15.14,0.73,9,18,17,14.87,29.96,28.31
754,002302,西部建设,12.15,0.33,19,18,18,33.22,28.3,28.3
805,002355,兴民智通,9.07,6.58,3,18,15,7.98,33.78,28.29
672,002219,恒康医疗,4.04,4.94,2,18,17,4.94,35.12,28.25
657,002204,大连重工,3.95,-0.5,3,18,17,4.22,30.36,28.25
1054,002610,爱康科技,2.18,6.34,3,8,19,7.39,12.37,28.24
181,000607,华媒控股,5.27,1.15,3,3,17,5.82,5.82,28.22
2227,600165,新日恒力,5.68,5.97,3,13,18,8.19,22.41,28.22
1212,002776,柏堡龙,25.50,1.55,9,9,9,28.21,28.21,28.21
1778,300422,博世科,12.19,-1.06,-1,9,18,0.0,16.99,28.18
2563,600585,海螺水泥,37.23,0.59,5,5,37,5.02,5.02,28.16
310,000795,英洛华,4.87,9.93,3,3,18,12.99,12.99,28.16
2181,600110,诺德股份,5.10,4.51,4,3,18,6.92,6.25,28.14
1593,300232,洲明科技,13.07,-1.13,-1,3,19,0.0,0.23,28.14
2579,600602,云赛智联,6.98,1.45,5,9,19,12.58,17.91,28.07
1022,002577,雷柏科技,12.94,1.49,3,3,17,1.49,1.49,27.99
3243,603333,尚纬股份,6.86,0.73,1,18,28,0.0,20.99,27.99
183,000609,中迪投资,6.27,3.12,2,1,17,3.12,0.0,27.96
397,000922,佳电股份,8.88,10.04,9,8,18,26.14,18.72,27.95
2004,300660,江苏雷利,24.88,9.99,5,18,18,15.03,27.92,27.92
3285,603496,恒为科技,31.49,9.15,5,3,18,13.56,8.55,27.9
2487,600497,驰宏锌锗,5.55,1.65,3,19,18,1.83,30.59,27.88
1630,300269,联建光电,6.47,2.7,3,3,14,12.91,12.91,27.87
632,002178,延华智能,4.68,1.74,3,3,17,6.12,6.12,27.87
1949,300602,飞荣达,41.30,-0.34,2,2,25,-0.34,-0.34,27.86
778,002328,新朋股份,7.12,-0.97,5,19,17,1.71,30.16,27.83
616,002162,悦心健康,3.86,5.75,5,18,17,11.24,30.85,27.81
48,000065,北方国际,9.98,7.31,2,19,18,7.31,30.46,27.78
697,002244,滨江集团,4.83,-0.41,8,11,19,12.33,17.8,27.78
1979,300634,彩讯股份,31.05,3.43,4,3,16,18.78,13.78,27.78
2005,300661,圣邦股份,104.50,2.92,4,3,9,18.11,13.21,27.77
3049,601901,方正证券,8.10,4.25,4,3,18,5.47,4.79,27.76
217,000662,天夏智慧,6.95,2.06,3,3,18,6.27,6.27,27.76
2019,300675,建科院,29.00,-1.69,4,18,16,4.39,31.28,27.75
1081,002638,勤上股份,3.27,3.15,2,9,17,3.15,17.63,27.73
766,002315,焦点科技,15.40,-4.23,-1,19,18,0.0,30.73,27.69
1661,300302,同有科技,10.20,4.19,3,3,16,12.21,12.21,27.66
844,002396,星网锐捷,23.03,4.68,4,3,19,8.02,7.37,27.66
2352,600310,桂东电力,5.03,4.14,4,3,19,6.79,6.12,27.66
1406,300042,朗科科技,18.80,5.03,5,3,18,13.18,11.18,27.63
1671,300312,邦讯技术,10.21,4.93,3,3,17,13.44,13.44,27.63
121,000530,大冷股份,4.39,5.28,3,18,17,8.93,29.12,27.62
115,000521,长虹美菱,4.02,1.77,3,18,18,6.07,27.62,27.62
1183,002745,木林森,15.40,-0.65,-1,3,18,0.0,-0.26,27.59
3510,603988,中电电机,12.07,10.03,5,18,17,16.06,28.68,27.59
1461,300099,精准信息,5.60,0.54,3,3,18,4.87,4.87,27.56
3405,603738,泰晶科技,16.11,-0.43,5,3,18,1.64,1.19,27.55
3453,603869,新智认知,20.24,0.25,9,9,18,17.27,17.27,27.54
1890,300537,广信材料,11.82,3.78,4,3,18,6.29,6.01,27.51
1135,002693,双成药业,4.96,0.4,9,18,18,19.23,27.51,27.51
2602,600629,华建集团,14.09,-0.7,-1,18,17,0.0,28.56,27.51
3184,603189,网达软件,13.58,4.06,4,3,16,13.64,9.43,27.51
1462,300100,双林股份,11.50,2.13,2,3,17,2.13,8.39,27.49
2220,600157,永泰能源,2.37,10.23,1,4,17,0.0,9.22,27.42
1606,300245,天玑科技,11.16,-0.62,3,3,18,8.35,8.35,27.4
1678,300319,麦捷科技,8.51,-0.23,5,4,19,4.67,1.92,27.4
923,002476,宝莫股份,5.58,2.39,3,18,17,4.3,30.37,27.4
1583,300222,科大智能,18.93,-0.58,4,9,18,7.8,16.49,27.39
2231,600169,太原重工,3.07,0.66,4,9,18,4.78,19.46,27.39
3349,603636,南威软件,12.51,8.31,5,3,19,14.25,13.01,27.39
2540,600560,金自天正,10.56,5.18,3,2,18,9.09,5.18,27.38
1668,300309,吉艾科技,8.38,9.97,4,3,16,13.7,12.79,27.36
200,000630,铜陵有色,2.56,4.07,5,13,19,8.02,21.33,27.36
1862,300508,维宏股份,28.08,2.03,5,9,16,8.42,14.85,27.35
2848,600908,无锡银行,6.94,2.21,3,9,20,2.36,15.86,27.34
3207,603259,药明康德,98.28,-1.07,5,9,19,9.35,15.24,27.31
2034,300690,双一科技,21.54,2.09,3,3,16,8.08,8.08,27.3
395,000920,南方汇通,7.28,4.3,19,18,16,34.07,30.94,27.27
2189,600118,中国卫星,23.11,-0.56,3,19,19,2.3,27.26,27.26
2509,600521,华海药业,14.05,0.43,3,3,18,2.18,2.18,27.26
585,002130,沃尔核材,4.81,7.13,3,3,16,9.32,9.32,27.25
1092,002649,博彦科技,9.72,3.29,3,3,17,8.36,8.36,27.23
625,002171,楚江新材,6.22,4.89,4,18,18,8.36,27.2,27.2
1814,300458,全志科技,24.60,-0.77,3,3,18,6.86,6.86,27.2
1602,300241,瑞丰光电,5.66,-0.7,3,2,17,5.01,-0.7,27.19
544,002089,新 海 宜,5.71,-0.52,3,2,18,5.35,-0.52,27.17
17,000021,深科技,7.96,0.63,4,3,18,6.85,5.85,27.16
280,000750,国海证券,6.18,4.57,4,3,19,5.46,5.28,27.16
1872,300518,盛讯达,25.94,1.77,5,3,16,6.92,6.88,27.16
1650,300291,华录百纳,5.95,1.71,3,3,19,7.79,7.79,27.14
2182,600111,北方稀土,11.39,2.34,3,2,18,4.4,2.34,27.12
1677,300318,博晖创新,4.97,5.07,5,19,18,9.23,29.77,27.11
3206,603258,电魂网络,18.95,4.18,2,18,17,4.18,28.39,27.1
10,000012,南 玻Ａ,5.44,4.82,4,8,18,9.46,9.46,27.1
3305,603555,贵人鸟,7.18,3.61,3,3,16,5.74,5.74,27.08
2650,600686,金龙汽车,9.01,2.04,1,1,18,0.0,0.0,27.08
910,002462,嘉事堂,18.30,8.8,3,3,18,11.25,11.25,27.08
2501,600512,腾达建设,2.91,3.56,3,2,18,6.2,3.56,27.07
2677,600715,文投控股,5.40,6.09,2,2,17,6.09,6.09,27.06
1644,300285,国瓷材料,20.10,-2.47,-1,8,21,0.0,7.49,27.05
1880,300527,中国应急,8.69,1.05,4,19,19,6.36,27.05,27.05
848,002400,省广集团,3.76,2.17,2,18,18,2.17,27.03,27.03
2892,601000,唐山港,3.15,6.42,3,2,19,7.88,6.42,27.02
1761,300404,博济医药,14.20,0.42,9,9,18,15.35,15.35,27.01
1331,002908,德生科技,21.77,3.72,3,3,16,9.73,9.73,27.01
1127,002685,华东重机,6.54,4.14,4,19,18,4.81,30.02,26.99
457,001896,豫能控股,4.00,3.36,3,3,17,9.59,9.59,26.98
2615,600644,乐山电力,5.98,-0.5,5,8,18,5.65,7.55,26.96
1196,002759,天际股份,9.00,0.22,13,18,14,23.8,29.5,26.94
1721,300363,博腾股份,11.03,5.05,5,19,18,8.24,32.73,26.93
104,000506,中润资源,3.63,4.31,2,19,17,4.31,32.97,26.92
2524,600538,国发股份,5.52,3.18,5,13,17,8.24,23.77,26.9
1674,300315,掌趣科技,4.20,2.44,3,17,15,7.69,29.63,26.89
889,002441,众业达,8.73,-0.34,5,9,18,10.93,17.18,26.89
1768,300411,金盾股份,9.72,3.96,3,18,16,5.42,30.65,26.89
715,002263,*ST东南,2.03,5.18,9,9,18,16.0,16.0,26.87
1620,300259,新天科技,3.92,6.81,3,2,18,11.36,6.81,26.86
2485,600495,晋西车轴,5.67,2.9,3,3,18,4.61,4.61,26.85
1390,300025,华星创业,6.00,-0.99,4,4,18,10.29,10.29,26.85
2566,600588,用友网络,34.02,2.41,4,3,18,9.53,8.69,26.85
124,000533,万 家 乐,3.78,5.59,3,2,17,9.25,5.59,26.85
1424,300061,康旗股份,9.17,2.46,2,2,19,2.46,2.46,26.83
2219,600156,华升股份,5.53,3.95,2,1,18,3.95,0.0,26.83
541,002086,东方海洋,4.87,4.96,9,9,17,21.45,21.45,26.82
3279,603456,九洲药业,8.75,10.06,8,8,18,16.05,16.05,26.81
2345,600302,标准股份,5.82,8.38,8,18,18,15.25,26.8,26.8
189,000616,海航投资,3.69,0.27,3,13,17,5.73,24.24,26.8
2673,600711,盛屯矿业,6.49,3.51,3,3,18,6.57,6.57,26.76
1586,300225,金力泰,6.16,2.84,2,8,19,2.84,8.26,26.75
3036,601866,中远海发,3.08,0.98,9,9,18,21.26,21.26,26.75
1249,002819,东方中科,26.58,3.46,5,3,13,15.97,12.15,26.75
1718,300359,全通教育,7.25,4.02,3,2,16,8.37,4.02,26.75
3082,603008,喜临门,11.75,9.61,3,3,18,14.86,14.86,26.75
522,002065,东华软件,8.77,-0.34,5,3,18,7.21,5.92,26.73
660,002207,ST准油,6.45,-0.92,-1,11,13,0.0,25.24,26.72
1122,002679,福建金森,23.50,2.17,8,11,18,9.81,14.13,26.68
3088,603015,弘讯科技,7.79,1.83,5,8,17,7.45,7.01,26.67
721,002269,美邦服饰,3.04,6.29,9,18,17,19.22,29.36,26.67
3364,603666,亿嘉和,56.48,-1.05,3,3,17,3.82,3.82,26.67
2270,600213,亚星客车,8.08,-0.25,-2,18,16,-0.25,29.49,26.65
1238,002807,江阴银行,6.70,1.36,9,9,19,16.72,16.72,26.65
1739,300382,斯莱克,7.08,1.43,10,18,16,24.43,28.73,26.65
765,002314,南山控股,3.85,1.85,5,8,18,6.06,9.07,26.64
1709,300350,华鹏飞,7.18,0.98,5,17,16,5.43,29.14,26.63
2139,600063,皖维高新,3.33,3.74,3,9,18,5.05,16.03,26.62
1613,300252,金信诺,14.32,-1.24,5,3,19,2.29,1.99,26.61
339,000831,五矿稀土,10.90,6.03,3,3,19,8.67,8.67,26.6
186,000612,焦作万方,5.19,5.27,5,5,15,9.73,9.73,26.59
506,002049,紫光国微,40.67,-1.69,5,3,18,7.48,6.44,26.58
2544,600565,迪马股份,3.62,3.13,3,13,18,5.54,20.27,26.57
2458,600458,时代新材,9.10,-0.33,5,3,18,4.72,3.17,26.56
3329,603600,永艺股份,9.73,0.0,9,18,18,18.37,26.53,26.53
1834,300478,杭州高新,16.81,-2.15,-1,-1,16,0.0,0.0,26.49
311,000796,凯撒旅游,8.26,4.56,4,17,16,4.42,27.86,26.49
3160,603136,天目湖,37.18,-0.59,9,18,17,20.13,27.99,26.46
2259,600200,江苏吴中,7.84,4.67,5,18,17,10.42,30.88,26.45
2207,600138,中青旅,16.54,3.96,9,8,19,14.54,9.68,26.45
1237,002806,华锋股份,20.67,2.07,2,5,16,2.07,1.57,26.42
1647,300288,朗玛信息,16.04,0.12,5,19,18,5.53,29.88,26.4
380,000901,航天科技,13.09,0.23,3,3,18,4.3,4.3,26.35
1597,300236,上海新阳,31.96,-1.93,3,3,18,6.5,6.5,26.32
1338,002916,深南电路,118.42,0.15,5,9,20,2.26,7.83,26.29
1540,300178,腾邦国际,10.33,3.3,3,3,16,6.6,6.6,26.28
2416,600386,北巴传媒,5.19,2.98,4,3,13,16.63,13.32,26.28
2723,600764,中国海防,29.80,3.15,6,19,17,10.37,28.01,26.27
520,002063,远光软件,8.80,0.23,5,9,18,9.73,13.11,26.26
2200,600130,波导股份,4.52,1.57,3,3,17,6.86,6.86,26.26
743,002291,星期六,5.53,3.56,2,3,18,3.56,6.96,26.26
2349,600307,酒钢宏兴,2.55,6.69,4,9,19,8.05,19.72,26.24
266,000723,美锦能源,5.58,0.72,4,4,18,1.09,1.09,26.24
2246,600186,莲花健康,2.31,5.96,2,2,16,5.96,5.96,26.23
728,002276,万马股份,7.22,1.69,3,3,18,2.41,2.41,26.22
735,002283,天润曲轴,4.48,10.07,4,9,18,13.71,18.52,26.2
894,002446,盛路通信,10.02,-1.28,3,2,18,5.47,-1.28,26.2
2361,600320,振华重工,4.19,0.48,1,9,18,0.0,20.75,26.2
2671,600708,光明地产,4.72,9.51,9,9,19,18.89,18.89,26.2
42,000058,深 赛 格,8.00,-0.25,-1,1,16,0.0,0.0,26.18
673,002220,天宝食品,3.28,3.47,3,18,17,7.19,30.68,26.15
3078,603003,龙宇燃油,9.02,4.88,9,18,17,18.37,26.86,26.15
1505,300143,星普医科,10.47,7.16,5,5,17,9.18,9.18,26.14
2648,600684,珠江实业,5.26,1.94,3,3,17,3.34,3.34,26.14
1474,300112,万讯自控,8.64,3.23,5,3,18,12.21,9.23,26.13
2771,600818,中路股份,13.13,6.06,5,19,16,10.99,30.39,26.13
106,000509,华塑控股,3.38,3.05,3,18,17,6.29,30.0,26.12
1592,300231,银信科技,8.50,1.8,3,2,17,6.78,1.8,26.11
1969,300623,捷捷微电,32.89,3.23,6,9,18,8.91,14.0,26.11
35,000045,深纺织Ａ,7.44,2.9,3,3,17,5.68,5.68,26.1
595,002141,贤丰控股,5.17,-1.15,3,2,18,5.51,-1.15,26.1
972,002527,新时达,6.96,3.73,3,18,15,9.09,30.83,26.09
274,000733,振华科技,14.84,5.17,3,3,18,7.77,7.77,26.08
1863,300509,新美星,13.50,3.45,5,19,16,14.21,31.96,26.05
2571,600594,益佰制药,6.63,0.91,9,18,15,17.76,31.03,26.05
2742,600784,鲁银投资,6.00,1.87,3,3,17,6.57,6.57,26.05
3072,601997,贵阳银行,13.75,0.88,9,9,25,14.87,14.87,26.03
856,002408,齐翔腾达,8.57,7.66,3,3,18,9.31,9.31,26.03
2122,600037,歌华有线,11.58,-2.44,-1,3,17,0.0,-1.19,26.01
3298,603520,司太立,31.80,-0.31,3,8,16,5.16,19.01,25.99
2697,600735,新华锦,6.69,1.83,3,3,17,4.86,4.86,25.99
2014,300670,大烨智能,18.42,6.35,4,4,17,8.23,8.23,25.99
2018,300674,宇信科技,37.13,0.57,3,3,15,4.12,4.12,25.99
41,000056,皇庭国际,5.87,3.71,3,3,18,6.73,6.73,25.97
44,000060,中金岭南,5.19,1.96,4,20,19,5.92,28.78,25.97
1803,300447,全信股份,11.26,3.59,9,17,15,14.78,30.93,25.95
219,000665,湖北广电,9.42,-1.46,4,18,16,12.81,29.75,25.94
3,000005,世纪星源,3.74,3.6,9,9,19,17.98,17.98,25.93
231,000679,大连友谊,4.86,1.89,3,2,17,5.88,1.89,25.91
2514,600527,江南高纤,2.77,3.36,9,19,17,18.88,31.9,25.91
3493,603955,大千生态,17.79,3.55,5,18,17,9.48,27.53,25.9
1416,300052,中青宝,11.72,1.91,3,3,16,6.93,6.93,25.89
996,002551,尚荣医疗,6.18,2.49,9,18,17,18.39,27.95,25.87
2292,600237,铜峰电子,4.43,1.37,3,3,17,6.24,6.24,25.85
252,000708,大冶特钢,11.59,2.2,1,1,24,0.0,0.0,25.84
895,002447,晨鑫科技,3.41,4.6,2,2,16,4.6,4.6,25.83
2798,600848,上海临港,25.88,0.12,9,9,19,16.63,16.63,25.81
86,000418,小天鹅Ａ,56.99,0.07,4,3,35,2.13,1.53,25.81
843,002395,双象股份,14.97,-1.19,5,19,19,2.32,25.8,25.8
2827,600881,亚泰集团,4.10,2.24,3,3,18,4.59,4.59,25.77
2269,600212,江泉实业,4.93,1.86,3,3,16,12.05,12.05,25.77
3402,603730,岱美股份,25.98,6.08,3,3,19,8.02,8.02,25.75
2110,600022,山东钢铁,2.10,9.38,9,13,18,22.09,22.81,25.75
3518,603999,读者传媒,6.30,2.94,4,3,17,7.33,5.88,25.75
2351,600309,万华化学,41.18,0.37,-2,-2,22,0.37,0.37,25.74
2247,600187,国中水务,3.47,0.29,3,3,17,5.15,5.15,25.72
119,000526,紫光学大,23.72,0.21,-1,4,18,0.0,3.45,25.7
602,002148,北纬科技,7.68,1.05,3,3,17,1.05,1.05,25.7
623,002169,智光电气,5.04,3.7,3,18,17,10.53,28.24,25.69
571,002116,中国海诚,10.48,6.18,4,2,13,10.08,6.18,25.66
2199,600129,太极集团,11.02,0.27,5,19,18,2.99,31.19,25.66
1392,300027,华谊兄弟,5.78,-0.52,3,3,17,3.77,3.77,25.65
1107,002664,长鹰信质,14.50,2.84,5,18,17,7.73,28.21,25.65
685,002232,启明信息,9.07,4.37,5,3,18,9.15,8.49,25.62
1621,300260,新莱应材,11.77,0.86,5,20,19,5.66,27.38,25.61
247,000701,厦门信达,7.31,1.39,4,19,17,6.1,30.3,25.6
154,000568,泸州老窖,53.59,-1.09,-1,13,20,0.0,7.44,25.59
825,002377,国创高新,5.45,2.25,2,9,17,2.25,15.96,25.58
2688,600726,华电能源,2.70,8.0,3,3,14,9.76,9.76,25.58
1426,300063,天龙集团,3.93,4.52,3,2,14,10.39,4.52,25.56
2814,600866,星湖科技,4.13,5.36,2,19,18,5.36,27.08,25.53
313,000798,中水渔业,6.89,-0.72,4,3,17,8.33,5.84,25.5
709,002256,兆新股份,3.74,5.06,3,3,18,8.41,8.41,25.5
194,000623,吉林敖东,19.00,2.87,4,3,19,3.88,3.2,25.5
66,000158,常山北明,6.30,3.96,2,2,18,3.96,3.96,25.5
2140,600064,南京高科,9.70,0.0,3,3,18,5.55,5.55,25.49
2778,600825,新华传媒,6.99,-0.29,3,3,15,6.39,6.39,25.49
2319,600272,开开实业,9.41,1.95,4,9,17,13.37,19.11,25.47
690,002237,恒邦股份,10.35,2.78,17,17,15,29.37,29.37,25.45
527,002071,长城影视,5.23,3.36,3,3,16,8.28,8.28,25.42
737,002285,世联行,6.12,-0.65,3,3,19,1.16,1.16,25.41
1954,300607,拓斯达,40.34,-1.68,3,3,18,5.55,5.55,25.4
2208,600139,西部资源,4.25,3.41,3,3,17,6.25,6.25,25.37
357,000868,安凯客车,4.20,3.96,13,17,13,25.37,28.44,25.37
3018,601718,际华集团,4.35,0.93,9,18,17,19.18,26.82,25.36
2380,600343,航天动力,10.33,-0.48,9,18,17,11.68,26.9,25.36
3316,603579,荣泰健康,36.31,5.03,3,3,18,6.79,6.79,25.34
1071,002628,成都路桥,5.94,-0.83,-1,19,18,0.0,28.29,25.32
3300,603528,多伦科技,7.43,2.2,3,3,18,7.22,7.22,25.3
1937,300589,江龙船艇,14.07,-1.4,8,18,17,10.79,26.3,25.29
160,000581,威孚高科,22.00,1.01,4,11,34,3.53,12.3,25.28
2228,600166,福田汽车,2.23,4.69,13,19,18,20.54,27.43,25.28
1696,300337,银邦股份,4.46,3.24,3,3,17,6.7,6.7,25.28
949,002502,骅威文化,4.61,3.83,2,3,16,3.83,8.22,25.27
276,000736,中交地产,9.27,-1.07,-1,13,23,0.0,14.16,25.27
2159,600084,中葡股份,3.47,1.17,3,3,14,9.12,9.12,25.27
513,002056,横店东磁,7.49,3.31,4,3,19,7.61,7.31,25.25
836,002388,新亚制程,5.91,1.03,4,3,18,7.85,6.1,25.21
2261,600202,*ST哈空,4.57,5.06,9,18,17,17.78,27.65,25.21
2470,600476,湘邮科技,15.35,0.33,4,3,16,5.14,3.02,25.2
2152,600077,宋都股份,3.33,1.83,3,18,18,3.42,25.19,25.19
1326,002902,铭普光磁,26.20,3.35,4,4,16,6.07,6.07,25.18
2610,600639,浦东金桥,14.57,-0.82,4,3,19,8.73,6.82,25.17
3067,601989,中国重工,5.52,-0.72,-1,9,18,0.0,16.95,25.17
1036,002591,恒大高新,8.01,1.26,3,2,18,5.26,1.26,25.16
1074,002631,德尔未来,8.16,0.12,4,3,18,5.43,4.21,25.15
1770,300414,中光防雷,18.41,2.68,4,4,18,7.03,7.03,25.15
3002,601616,广电电气,4.68,10.12,3,2,18,12.5,10.12,25.13
1453,300091,金通灵,5.08,2.42,8,8,18,10.2,10.2,25.12
1705,300346,南大光电,14.30,-0.35,4,4,5,13.76,13.76,25.11
3003,601618,中国中冶,3.74,0.27,4,19,18,5.95,26.78,25.08
563,002108,沧州明珠,5.29,0.76,4,8,18,3.32,7.3,25.06
2418,600388,龙净环保,13.09,-0.46,-1,5,28,0.0,3.72,25.02
446,000988,华工科技,15.45,0.98,5,19,18,5.1,28.86,25.0
2538,600558,大西洋,4.20,3.45,4,4,18,4.48,4.48,25.0
77,000407,胜利股份,4.85,9.98,4,4,18,13.85,13.85,25.0
116,000523,广州浪奇,4.95,2.06,9,18,18,8.79,25.0,25.0
2901,601010,文峰股份,3.70,10.12,5,9,18,14.91,20.52,25.0
1990,300645,正元智慧,37.87,2.55,4,18,16,5.49,28.42,24.98
335,000826,启迪桑德,12.46,1.55,5,3,18,5.59,2.55,24.97
3325,603595,东尼电子,42.35,0.12,5,3,19,2.27,0.83,24.96
459,001979,招商蛇口,21.70,-0.55,-1,3,39,0.0,-1.14,24.93
1088,002645,华宏科技,9.22,7.46,3,3,17,10.68,10.68,24.93
1585,300224,正海磁材,7.52,2.73,5,19,17,5.03,28.77,24.92
1999,300655,晶瑞股份,17.45,-0.85,4,9,18,3.68,13.98,24.91
321,000809,铁岭新城,3.01,3.08,3,19,18,6.36,28.09,24.9
1600,300239,东宝生物,4.77,3.02,5,8,18,5.3,9.15,24.87
1428,300065,海兰信,14.72,0.0,3,3,19,4.69,4.69,24.85
2205,600136,当代明诚,10.20,7.94,5,9,18,13.21,17.92,24.85
596,002142,宁波银行,20.10,1.36,6,9,40,4.96,10.74,24.84
328,000818,航锦科技,11.31,0.98,3,3,19,3.57,3.57,24.83
259,000716,黑芝麻,3.67,4.56,5,19,18,7.0,28.32,24.83
2957,601228,广州港,5.03,2.86,5,3,19,4.57,3.29,24.81
1264,002836,新宏泽,14.85,8.55,3,3,13,9.76,9.76,24.79
1531,300169,天晟新材,5.99,2.92,2,2,17,2.92,2.92,24.79
1079,002636,金安国纪,9.52,0.63,4,2,17,2.81,0.63,24.77
1636,300276,三丰智能,13.60,-0.87,4,3,18,9.59,9.06,24.77
308,000792,盐湖股份,7.76,4.3,9,8,18,16.52,10.86,24.76
3343,603619,中曼石油,18.04,8.81,5,18,16,11.22,28.4,24.76
702,002249,大洋电机,4.74,0.0,3,3,15,0.21,0.21,24.74
2904,601016,节能风电,3.08,2.33,5,8,19,6.21,7.69,24.7
2311,600260,凯乐科技,22.62,1.85,3,9,18,6.8,12.54,24.7
347,000850,华茂股份,4.19,2.95,4,3,17,4.23,3.97,24.7
1029,002584,西陇科学,7.22,2.12,3,3,17,8.08,8.08,24.7
1097,002654,万润科技,5.00,0.81,3,3,18,4.17,4.17,24.69
1878,300525,博思软件,34.72,6.93,4,9,9,10.29,24.67,24.67
1953,300606,金太阳,20.38,3.56,5,5,18,6.31,6.31,24.65
1914,300562,乐心医疗,12.75,2.82,5,9,18,4.85,15.59,24.63
1836,300480,光力科技,11.74,3.53,5,4,19,10.34,9.41,24.63
683,002230,科大讯飞,38.25,-1.54,3,9,9,3.74,24.63,24.63
389,000912,*ST天化,5.72,1.42,5,8,20,3.81,9.58,24.62
855,002407,多氟多,15.05,0.8,2,9,17,0.8,15.33,24.59
1596,300235,方直科技,10.39,1.86,3,3,17,6.35,6.35,24.58
792,002342,巨力索具,4.21,0.96,3,19,18,6.85,27.58,24.56
2448,600435,北方导航,9.69,-0.62,6,19,18,4.53,27.5,24.55
1502,300140,中环装备,10.46,0.87,5,9,18,5.76,13.2,24.52
2510,600522,中天科技,10.31,-0.48,4,3,18,3.41,2.28,24.52
775,002325,洪涛股份,3.81,0.53,3,3,18,5.54,5.54,24.51
938,002491,通鼎互联,10.77,2.57,3,2,18,7.81,2.57,24.51
2651,600687,刚泰控股,5.13,3.85,3,3,15,5.77,5.77,24.51
251,000707,*ST双环,3.76,4.44,4,18,16,6.52,26.17,24.5
238,000687,华讯方舟,8.54,1.91,5,18,16,11.63,28.61,24.49
