,股票代码,股票名称,最新价,涨幅,3日均线,5日均线,10日均线,3日均线涨幅,5日均线涨幅,10日均线涨幅
1301,002876,三利谱,47.15,-1.05,-3,-1,29,-1.65,0.0,52.39
2951,601212,白银有色,4.80,10.09,4,4,16,33.33,33.33,52.38
3217,603289,泰瑞机器,12.17,10.04,9,9,16,44.71,44.71,52.32
2962,601258,庞大集团,2.01,7.49,1,16,13,0.0,58.27,52.27
1998,300654,世纪天鸿,21.66,1.31,5,3,33,3.14,2.65,52.21
1669,300310,宜通世纪,7.70,10.0,3,6,16,21.07,25.2,52.17
1481,300119,瑞普生物,12.05,10.05,9,19,19,41.1,51.95,51.95
1407,300043,星辉娱乐,5.15,10.04,9,18,18,34.46,51.92,51.92
467,002008,大族激光,44.17,4.52,3,3,32,5.17,5.17,51.79
3273,603396,金辰股份,42.33,-1.4,-1,3,18,0.0,0.07,51.77
2066,300725,药石科技,82.25,0.01,-2,32,30,0.01,56.94,51.7
1638,300278,华昌达,8.92,9.99,9,8,7,58.44,54.06,51.7
2707,600745,闻泰科技,30.66,1.19,9,9,25,16.05,16.05,51.26
2211,600146,商赢环球,8.56,6.34,4,4,16,9.32,9.32,51.24
344,000838,财信发展,4.49,2.05,3,18,17,9.51,53.24,51.18
2741,600783,鲁信创投,24.75,-1.79,3,2,16,5.5,-1.79,51.1
2306,600255,梦舟股份,2.87,9.96,2,18,16,9.96,55.14,51.05
3288,603501,韦尔股份,46.64,-0.24,4,4,18,12.49,12.49,50.94
922,002475,立讯精密,20.99,-2.19,-1,-1,37,0.0,0.0,50.9
420,000957,中通客车,8.60,3.74,1,10,18,0.0,26.47,50.88
2935,601155,新城控股,36.42,0.05,9,13,41,15.66,18.4,50.75
663,002210,飞马国际,4.40,6.54,3,18,15,8.91,62.96,50.68
1013,002568,百润股份,14.32,1.13,5,5,19,10.07,10.07,50.58
122,000531,穗恒运Ａ,7.89,-1.13,4,3,17,4.5,4.23,50.57
965,002519,银河电子,5.36,10.06,3,18,16,20.99,60.48,50.56
1667,300308,中际旭创,61.50,8.08,4,3,19,13.05,12.12,50.37
1734,300377,赢时胜,16.55,1.35,4,4,16,12.13,12.13,50.32
1460,300098,高新兴,10.40,7.33,4,4,20,12.31,12.31,50.29
1802,300446,乐凯新材,21.82,9.98,2,19,18,9.98,54.1,50.28
1544,300182,捷成股份,6.10,3.57,3,3,19,14.02,14.02,50.25
2919,601100,恒立液压,30.40,0.36,4,3,38,8.49,1.95,49.9
1712,300353,东土科技,13.86,10.0,4,4,16,26.46,26.46,49.84
3512,603990,麦迪科技,47.86,10.0,9,9,26,24.28,24.28,49.7
2597,600622,光大嘉宝,8.86,-0.78,2,2,32,-0.78,-0.78,49.66
1445,300083,劲胜智能,3.98,3.92,5,13,19,12.43,19.52,49.62
531,002075,沙钢股份,11.18,10.04,4,19,18,13.73,55.28,49.27
1687,300328,宜安科技,10.53,0.0,4,2,20,3.85,0.0,49.15
597,002143,印纪传媒,4.28,10.03,3,3,16,20.22,20.22,49.13
1766,300409,道氏技术,19.35,1.26,13,19,18,39.71,56.93,49.08
1478,300116,坚瑞沃能,2.22,9.9,1,1,17,0.0,0.0,48.99
1558,300197,铁汉生态,5.11,-1.35,9,19,18,33.07,55.32,48.98
1452,300090,盛运环保,2.83,10.12,3,8,16,11.42,25.78,48.95
2513,600526,菲达环保,5.85,1.92,9,18,15,29.14,60.27,48.85
1041,002596,海南瑞泽,10.31,0.0,8,18,16,27.92,50.95,48.77
874,002426,胜利精密,4.00,3.36,5,3,17,14.61,13.64,48.7
1675,300316,晶盛机电,15.57,-0.7,4,4,21,10.04,10.04,48.57
1492,300130,新国都,17.75,2.66,4,9,19,11.22,33.46,48.54
2812,600864,哈投股份,6.63,9.95,4,3,17,12.76,10.68,48.32
1359,002939,长城证券,15.85,9.99,3,2,16,12.25,9.99,48.27
3337,603609,禾丰牧业,11.83,-1.17,4,4,18,8.04,8.04,48.06
808,002359,北讯集团,11.45,6.61,3,3,18,17.32,17.32,47.93
2035,300691,联合光电,33.88,10.0,3,3,18,21.0,21.0,47.82
2003,300659,中孚信息,29.09,-5.06,-1,-1,17,0.0,0.0,47.82
2290,600235,民丰特纸,8.13,-1.22,3,18,15,4.5,60.04,47.82
392,000917,电广传媒,9.54,-0.93,4,4,16,13.84,13.84,47.68
2336,600291,西水股份,16.37,4.6,4,4,22,8.2,8.2,47.61
256,000712,锦龙股份,14.46,8.72,4,4,18,10.38,10.38,47.55
3378,603690,至纯科技,23.76,-1.61,3,19,18,3.76,55.29,47.49
3022,601788,光大证券,14.13,4.05,1,1,19,0.0,0.0,47.49
1175,002736,国信证券,12.59,4.92,4,4,19,6.16,6.16,47.42
2423,600393,粤泰股份,3.24,6.93,3,3,18,8.36,8.36,47.27
1955,300608,思特奇,25.88,1.53,5,20,20,9.8,47.13,47.13
229,000677,恒天海龙,3.81,2.7,9,19,17,38.55,54.25,47.1
1099,002656,摩登大道,7.56,2.16,9,18,17,24.96,49.11,47.08
2401,600369,西南证券,5.85,5.79,3,4,19,5.41,8.53,46.98
12,000016,深康佳Ａ,5.08,0.4,4,9,18,17.59,34.04,46.82
2849,600909,华安证券,7.37,10.0,4,3,19,12.35,10.33,46.81
1520,300158,振东制药,5.49,-1.79,-1,19,18,0.0,50.0,46.79
319,000806,银河生物,5.21,9.92,5,5,16,15.01,15.01,46.76
1698,300339,润和软件,13.41,-0.74,-1,9,18,0.0,31.47,46.72
691,002238,天威视讯,9.30,0.65,4,3,18,21.73,10.71,46.69
638,002184,海得控制,13.43,9.99,5,3,16,24.93,20.99,46.62
992,002547,春兴精工,9.51,0.85,4,3,18,13.89,5.32,46.53
1756,300399,京天利,12.86,10.01,4,3,18,14.62,12.91,46.47
3092,603019,中科曙光,55.94,6.15,4,3,20,19.86,16.76,46.44
868,002420,毅昌股份,4.92,10.07,9,18,16,41.79,56.69,46.43
3104,603032,德新交运,42.17,9.99,5,5,5,46.42,46.42,46.42
3497,603963,大理药业,16.53,9.98,2,18,15,9.98,51.93,46.28
713,002261,拓维信息,6.20,5.26,2,2,17,5.26,5.26,46.23
1032,002587,奥拓电子,7.35,10.03,2,1,17,10.03,0.0,46.12
309,000793,华闻传媒,4.31,5.38,3,18,17,9.67,48.62,46.1
1706,300347,泰格医药,63.50,2.11,10,20,20,25.54,45.98,45.98
1623,300262,巴安水务,8.53,-2.18,-1,19,19,0.0,45.81,45.81
2946,601198,东兴证券,14.20,4.87,4,3,19,5.26,4.49,45.79
2420,600390,五矿资本,10.90,5.31,4,19,18,5.42,48.5,45.72
2921,601106,中国一重,4.08,-0.97,-1,19,18,0.0,47.83,45.71
1498,300136,信维通信,30.90,-2.22,-1,13,25,0.0,18.94,45.69
2690,600728,佳都科技,11.84,-1.42,4,9,19,15.18,26.36,45.63
705,002252,上海莱士,9.59,-1.54,2,5,14,-1.54,4.92,45.52
3006,601633,长城汽车,8.22,1.23,1,4,39,0.0,0.74,45.49
2198,600128,弘业股份,10.30,-2.09,-1,18,15,0.0,50.81,45.48
351,000858,五 粮 液,76.99,-1.0,-1,6,32,0.0,9.89,45.35
2816,600868,梅雁吉祥,4.27,10.05,9,8,18,33.86,28.61,45.24
3040,601878,浙商证券,11.66,10.0,4,4,18,11.58,11.58,45.21
2978,601375,中原证券,6.52,9.95,3,3,18,10.88,10.88,45.21
2428,600399,*ST抚钢,3.92,1.29,4,19,18,3.16,47.37,45.19
36,000046,泛海控股,7.04,5.07,4,18,17,10.34,46.36,45.15
1948,300601,康泰生物,44.60,-0.58,-1,8,19,0.0,17.4,45.14
1724,300366,创意信息,10.29,6.41,4,3,16,28.79,17.06,45.13
1587,300226,上海钢联,78.50,-2.67,-1,-1,19,0.0,0.0,44.99
2913,601068,中铝国际,7.80,1.69,4,8,17,15.04,31.98,44.98
2281,600226,瀚叶股份,3.94,3.14,4,3,17,10.36,5.07,44.85
3014,601689,拓普集团,21.16,-1.26,5,8,19,20.5,31.92,44.73
2432,600408,*ST安泰,4.11,5.12,8,11,21,31.31,37.46,44.72
1112,002669,康达新材,15.07,8.57,4,4,17,10.08,10.08,44.63
1434,300072,三聚环保,11.80,-1.17,5,9,17,21.52,29.53,44.61
172,000596,古井贡酒,77.96,-1.39,-2,-1,36,-1.39,0.0,44.58
3155,603127,昭衍新药,69.01,-1.75,5,9,33,9.14,15.25,44.52
2710,600748,上实发展,8.20,-1.8,-1,18,25,0.0,40.41,44.37
1418,300054,鼎龙股份,9.82,4.58,2,8,19,4.58,14.99,44.2
822,002373,千方科技,17.59,10.01,5,5,25,17.42,17.42,44.18
225,000671,阳 光 城,7.78,-0.13,8,8,22,23.69,23.69,44.07
1824,300468,四方精创,17.28,8.95,4,3,17,14.44,13.76,44.0
1970,300624,万兴科技,63.95,2.81,4,4,18,4.61,4.61,44.0
793,002343,慈文传媒,11.66,2.55,14,13,11,51.04,48.16,43.95
853,002405,四维图新,23.73,-1.41,2,2,23,-1.41,-1.41,43.91
3348,603633,徕木股份,14.00,9.29,3,3,17,10.06,10.06,43.88
1646,300287,飞利信,5.41,9.96,3,3,14,21.03,21.03,43.88
586,002131,利欧股份,2.07,10.11,3,18,17,11.89,47.86,43.75
7,000009,中国宝安,6.22,5.6,4,19,18,17.8,46.7,43.65
3205,603239,浙江仙通,14.71,4.25,4,9,17,26.16,38.12,43.65
1825,300469,信息发展,25.80,10.02,5,19,18,21.93,47.77,43.65
193,000622,恒立实业,8.10,1.0,3,3,16,11.11,11.11,43.62
2979,601377,兴业证券,7.35,4.4,1,3,18,0.0,4.11,43.55
1789,300433,蓝思科技,9.60,1.59,4,4,18,10.09,10.09,43.5
838,002390,信邦制药,5.48,1.29,9,9,18,28.34,28.34,43.46
744,002292,奥飞娱乐,8.12,10.03,3,18,15,17.34,50.09,43.46
1656,300297,蓝盾股份,7.66,8.04,3,3,18,15.54,15.54,43.45
876,002428,云南锗业,8.08,3.06,3,3,17,5.76,5.76,43.26
130,000540,中天金融,5.10,3.24,4,18,17,3.45,48.69,43.26
1152,002712,思美传媒,8.72,6.47,2,9,17,6.47,23.69,43.19
1631,300270,中威电子,9.66,2.99,3,3,18,13.25,13.25,43.11
1610,300249,依米康,8.56,10.03,3,3,20,21.07,21.07,42.9
489,002031,巨轮智能,2.90,7.01,3,3,18,17.89,17.89,42.86
348,000851,高鸿股份,7.22,10.06,4,4,17,20.94,20.94,42.69
1396,300032,金龙机电,4.08,3.82,4,18,17,9.68,46.24,42.66
760,002308,威创股份,6.34,0.63,5,19,18,15.27,49.18,42.47
220,000666,经纬纺机,15.25,3.25,3,2,18,3.88,3.25,42.39
947,002500,山西证券,8.98,5.28,4,4,18,7.03,7.03,42.31
2359,600318,新力金融,10.16,6.17,3,3,17,6.5,6.5,42.1
162,000584,哈工智能,9.02,4.76,3,3,17,9.6,9.6,42.05
885,002437,誉衡药业,4.02,10.14,2,9,18,10.14,26.02,42.05
635,002181,粤 传 媒,6.25,2.12,3,3,17,12.41,12.41,42.05
82,000413,东旭光电,6.22,-0.8,4,3,18,8.74,7.24,42.01
84,000416,民生控股,5.85,5.79,3,1,18,5.79,0.0,41.99
1910,300558,贝达药业,45.15,-2.69,-1,13,19,0.0,28.3,41.98
1052,002608,江苏国信,10.29,1.58,9,9,18,27.04,27.04,41.93
1358,002938,鹏鼎控股,25.80,4.28,5,4,18,6.52,4.5,41.91
413,000948,南天信息,14.19,2.09,4,19,18,7.09,45.69,41.9
1528,300166,东方国信,16.25,4.97,4,3,22,11.76,9.8,41.8
1714,300355,蒙草生态,5.57,6.3,3,3,18,7.53,7.53,41.73
1229,002797,第一创业,8.39,9.96,4,4,17,10.39,10.39,41.72
1956,300609,汇纳科技,40.93,-2.38,-1,9,19,0.0,27.19,41.63
2701,600739,辽宁成大,14.91,4.48,4,4,18,10.61,10.61,41.6
2759,600804,鹏博士,11.80,7.96,3,3,18,18.71,18.71,41.49
409,000936,华西股份,9.12,0.66,4,4,16,12.32,12.32,41.4
2118,600031,三一重工,11.57,0.78,4,4,34,7.93,7.93,41.27
2881,600986,科达股份,5.82,-0.34,3,3,18,9.19,9.19,41.26
1065,002622,融钰集团,4.59,7.24,2,2,16,7.24,7.24,41.23
2031,300687,赛意信息,28.64,0.42,3,3,18,9.56,9.56,41.15
2666,600703,三安光电,14.79,-1.73,2,2,19,-1.73,-1.73,41.13
1710,300351,永贵电器,11.84,1.63,2,2,16,1.63,1.63,41.12
2251,600191,华资实业,5.70,4.4,3,3,16,4.78,4.78,41.09
1725,300367,东方网力,12.65,2.93,3,3,19,13.25,13.25,41.03
2029,300685,艾德生物,55.16,-0.43,5,8,29,9.55,14.2,40.93
1856,300502,新易盛,31.20,-1.27,5,5,18,13.13,13.13,40.92
530,002074,国轩高科,17.50,-0.28,-1,9,19,0.0,7.1,40.9
1388,300023,宝德股份,8.10,2.66,4,2,17,5.74,2.66,40.87
1408,300044,赛为智能,9.03,2.85,4,8,18,8.4,12.17,40.87
1216,002780,三夫户外,18.06,-1.63,3,3,23,6.74,6.74,40.87
787,002337,赛象科技,5.55,1.65,3,3,15,11.9,11.9,40.86
3203,603232,格尔软件,33.89,1.56,4,3,17,8.76,5.02,40.8
1566,300205,天喻信息,11.85,2.6,5,18,18,7.43,40.74,40.74
3448,603859,能科股份,26.16,0.15,-1,3,18,0.0,-0.23,40.72
1518,300156,神雾环保,4.54,4.61,3,3,17,4.85,4.85,40.56
3344,603626,科森科技,10.26,0.2,3,2,18,6.88,0.2,40.55
2933,601138,工业富联,16.72,8.22,5,9,19,10.8,18.67,40.5
1927,300578,会畅通讯,21.91,9.99,4,4,16,13.05,13.05,40.45
101,000503,国新健康,21.28,0.0,-1,3,17,0.0,-0.19,40.18
1116,002673,西部证券,11.28,5.92,4,3,18,6.82,6.02,40.12
138,000550,江铃汽车,21.00,2.59,4,10,26,3.96,26.13,40.0
464,002005,德豪润达,3.15,5.7,3,2,16,11.7,5.7,40.0
2659,600695,绿庭投资,6.37,2.58,3,3,17,4.43,4.43,40.0
1485,300123,亚光科技,13.90,-3.14,-1,13,18,0.0,34.56,39.98
2020,300676,华大基因,83.77,1.96,5,9,19,4.75,19.16,39.97
1666,300307,慈星股份,6.84,9.97,4,3,17,23.24,21.06,39.88
2965,601311,骆驼股份,12.12,9.98,4,3,17,22.18,20.96,39.79
1441,300079,数码科技,5.59,10.04,5,9,9,32.78,39.75,39.75
650,002197,证通电子,9.60,1.59,5,18,17,11.24,41.8,39.74
1198,002761,多喜爱,18.55,6.06,4,3,14,12.63,7.35,39.68
2136,600060,海信电器,12.55,6.99,5,9,16,29.92,37.46,39.6
301,000783,长江证券,7.69,4.77,4,3,18,6.36,4.63,39.56
2441,600422,昆药集团,9.00,10.02,9,19,18,30.43,42.86,39.53
780,002330,得利斯,5.97,2.75,3,3,18,13.07,13.07,39.49
3133,603085,天成自控,10.67,-1.57,2,18,16,-1.57,43.03,39.48
869,002421,达实智能,5.30,9.96,3,3,17,21.0,21.0,39.47
123,000532,华金资本,13.22,6.7,3,3,16,11.94,11.94,39.45
692,002239,奥特佳,2.90,3.94,3,3,17,14.17,14.17,39.42
3327,603598,引力传媒,11.36,-0.44,4,4,15,6.27,6.27,39.39
2678,600716,凤凰股份,4.99,3.53,5,9,19,13.93,25.38,39.39
1559,300198,纳川股份,3.86,2.93,3,3,16,3.76,3.76,39.35
196,000626,远大控股,8.86,4.98,2,9,18,4.98,20.05,39.31
1317,002892,科力尔,38.71,-0.69,-1,3,18,0.0,-0.44,39.29
2604,600633,浙数文化,11.49,1.41,9,13,17,35.02,36.95,39.27
2980,601388,怡球资源,2.98,0.68,3,9,17,9.16,27.35,39.25
1690,300331,苏大维格,15.80,3.54,6,19,18,6.97,43.25,39.21
2162,600088,中视传媒,12.32,5.66,4,3,17,9.71,8.07,39.21
1577,300216,千山药机,4.90,5.15,5,18,17,12.13,49.39,39.2
1922,300571,平治信息,57.50,1.86,2,2,18,1.86,1.86,39.19
661,002208,合肥城建,14.00,-0.92,-1,9,18,0.0,28.44,39.17
1900,300548,博创科技,45.80,6.46,10,18,16,34.63,47.03,39.13
1450,300088,长信科技,6.30,2.94,4,3,19,9.95,9.57,39.07
3187,603197,保隆科技,26.88,-0.11,4,4,18,15.61,15.61,39.06
2725,600766,园城黄金,10.65,8.23,3,3,16,10.82,10.82,39.03
1026,002581,未名医药,8.52,-0.81,8,8,17,21.54,21.54,38.99
