,股票代码,股票名称,最新价,涨幅,3日均线,5日均线,10日均线,3日均线涨幅,5日均线涨幅,10日均线涨幅
3070,603000,人民网,23.24,9.99,3,25,40,20.98,180.0,217.05
2982,601519,大智慧,9.75,10.05,12,18,17,153.25,185.09,175.42
2196,600131,岷江水电,18.19,2.13,13,13,13,167.11,167.11,167.11
349,000859,国风塑业,8.25,10.0,3,3,17,10.89,10.89,166.99
905,002458,益生股份,42.80,4.65,3,17,19,15.12,134.65,151.76
686,002234,民和股份,27.65,0.91,3,3,33,10.82,10.82,132.35
1044,002600,领益智造,6.60,10.0,4,7,17,33.33,41.63,129.17
2909,601066,中信建投,25.75,10.0,3,19,22,16.36,120.46,125.09
2730,600776,东方通信,33.46,9.99,2,2,16,9.99,9.99,121.15
609,002157,正邦科技,14.04,8.58,2,3,25,8.58,19.49,121.1
1750,300397,天和防务,21.31,10.02,2,17,16,10.02,124.08,120.37
1445,300085,银之杰,17.56,10.03,8,18,17,79.0,130.75,117.87
3257,603383,顶点软件,71.18,6.25,9,18,18,72.14,109.97,109.97
124,000536,华映科技,4.18,6.63,3,3,16,10.0,10.0,109.0
147,000563,陕国投Ａ,5.79,3.02,3,18,17,12.43,106.79,103.16
29,000037,深南电A,10.16,3.67,15,15,14,101.59,101.59,98.44
1956,300612,宣亚国际,28.84,3.63,12,17,14,91.76,105.12,97.81
2581,600610,*ST毅达,3.80,4.97,18,17,16,114.69,104.3,94.87
1394,300033,同花顺,82.97,0.53,3,19,19,2.43,93.95,93.95
2576,600604,市北高新,14.30,10.0,2,17,14,10.0,107.85,91.69
2447,600446,金证股份,21.89,1.48,3,3,18,4.74,4.74,90.51
2288,600238,*ST椰岛,8.98,5.03,4,2,43,7.8,5.03,90.25
2996,601608,中信重工,5.21,9.92,8,19,18,73.67,92.25,90.15
2765,600816,安信信托,8.01,2.96,2,1,16,2.96,0.0,88.47
267,000727,华东科技,2.92,10.19,3,3,17,21.16,21.16,87.18
1185,002750,龙津药业,10.60,9.96,18,17,16,90.31,85.96,83.71
2963,601319,中国人保,10.60,9.96,3,12,12,21.0,80.58,80.58
3031,601860,紫金银行,9.75,3.17,8,8,15,63.04,63.04,80.22
1707,300352,北信源,5.85,6.75,4,8,41,10.38,24.2,77.81
749,002299,圣农发展,29.06,0.21,3,4,45,6.76,10.37,77.52
1181,002746,仙坛股份,24.58,0.04,3,6,38,5.27,2.85,75.45
2050,300710,万隆光电,36.44,9.99,8,17,15,63.04,80.84,74.35
3502,603986,兆易创新,106.38,10.0,2,9,28,10.0,37.96,73.48
472,002017,东信和平,17.04,10.01,3,11,11,21.02,72.47,72.47
1981,300638,广和通,47.88,2.97,9,18,17,54.95,78.86,71.92
1716,300362,天翔环境,6.99,4.8,3,4,14,15.35,26.86,71.32
2645,600685,中船防务,17.11,8.57,12,18,17,61.11,77.86,71.27
2156,600086,东方金钰,5.96,9.96,3,2,16,20.89,9.96,71.26
971,002526,山东矿机,3.39,9.35,3,18,17,20.21,76.56,70.35
2915,601099,太平洋,4.43,0.45,11,18,17,53.29,73.05,69.73
3041,601890,亚星锚链,6.42,9.93,7,17,16,48.61,71.2,69.39
832,002384,东山精密,17.63,9.91,2,1,20,9.91,0.0,68.71
3309,603583,捷昌驱动,70.35,-0.3,-1,5,33,0.0,6.8,68.22
2162,600094,大名城,6.07,9.96,18,18,16,70.03,70.03,67.22
2501,600518,康美药业,11.15,-0.62,-1,7,17,0.0,12.97,66.67
357,000876,新 希 望,12.87,2.88,3,3,28,13.19,13.19,66.06
2366,600331,宏达股份,3.95,10.03,2,17,14,10.03,74.78,65.97
52,000070,特发信息,16.84,3.44,2,2,17,3.44,3.44,65.75
3459,603888,新华网,22.18,-1.2,3,2,24,2.07,-1.2,65.52
1420,300059,东方财富,21.28,1.58,4,12,19,8.57,47.06,65.35
1777,300424,航新科技,23.62,4.98,5,18,17,22.77,69.2,65.29
1378,300016,北陆药业,10.89,10.0,8,8,17,50.83,50.83,65.0
1889,300538,同益股份,33.12,10.0,4,8,16,33.12,53.33,64.94
1753,300400,劲拓股份,23.50,9.81,4,4,17,22.27,22.27,64.34
2544,600570,恒生电子,87.62,-0.78,-1,12,38,0.0,23.39,64.3
50,000068,华控赛格,6.91,1.32,2,2,17,1.32,1.32,64.13
2583,600613,神奇制药,8.27,9.97,4,17,17,32.96,63.76,63.76
1050,002607,亚夏汽车,12.33,0.24,8,8,30,21.96,21.96,63.75
1379,300017,网宿科技,12.99,9.99,3,3,17,20.95,20.95,63.4
2026,300684,中石科技,43.30,1.64,1,1,26,0.0,0.0,63.03
903,002456,欧菲科技,14.99,5.56,2,2,27,5.56,5.56,62.76
2290,600240,华业资本,3.73,5.67,3,3,14,15.84,15.84,62.17
1371,300008,天海防务,4.18,10.0,7,16,15,33.12,68.55,62.02
265,000725,京东方Ａ,4.42,2.31,3,3,17,3.27,3.27,61.31
2616,600651,飞乐音响,4.79,10.11,4,16,13,33.43,65.17,61.28
2142,600072,中船科技,11.85,10.03,12,18,18,49.81,59.92,59.92
1109,002668,奥马电器,6.25,5.4,3,3,14,15.96,15.96,59.85
871,002423,中原特钢,13.22,-1.93,-1,17,15,0.0,62.61,59.66
2545,600571,信雅达,11.13,1.27,2,17,16,1.27,59.23,59.0
2401,600375,华菱星马,6.08,9.95,4,17,16,33.04,62.57,58.75
2759,600809,山西汾酒,55.30,1.94,5,5,35,14.47,14.47,57.95
1703,300348,长亮科技,26.90,-0.37,3,3,17,2.59,2.59,57.77
1362,002945,华林证券,15.16,0.0,3,8,20,3.84,32.06,57.59
157,000576,广东甘化,10.44,10.01,7,7,21,37.55,37.55,57.47
49,000066,中国长城,7.78,9.73,3,2,38,11.3,9.73,57.17
1111,002670,国盛金控,14.74,10.0,3,3,17,21.02,21.02,56.98
2507,600525,长园集团,7.08,0.28,2,18,17,0.28,62.76,56.98
898,002450,康得新,7.22,4.94,7,16,15,33.95,64.84,56.96
924,002477,雏鹰农牧,2.54,1.6,2,3,17,1.6,4.1,56.79
627,002175,东方网络,4.79,10.11,3,8,15,21.27,43.41,56.54
1568,300211,亿通科技,7.78,10.04,2,1,17,10.04,0.0,56.22
1825,300472,新元科技,21.59,9.65,5,18,17,22.32,60.76,55.88
2001,300659,中孚信息,30.64,2.13,4,17,16,9.43,57.45,55.69
1510,300152,科融环境,2.97,5.32,7,18,16,27.47,65.0,55.5
576,002123,梦网集团,12.47,0.56,2,8,18,0.56,42.19,55.49
342,000839,中信国安,5.24,10.08,2,2,18,10.08,10.08,55.49
1474,300115,长盈精密,12.19,5.54,1,1,18,0.0,0.0,55.48
47,000063,中兴通讯,31.65,4.42,4,2,18,6.21,4.42,55.07
111,000518,四环生物,4.91,-0.61,2,7,16,-0.61,13.66,54.89
2438,600425,青松建化,4.92,10.07,7,7,17,39.77,39.77,54.72
877,002429,兆驰股份,3.20,9.97,3,7,17,14.7,13.88,54.59
782,002333,罗普斯金,7.93,9.99,4,8,17,18.01,36.72,54.58
3126,603081,大丰实业,17.18,6.38,2,2,16,6.38,6.38,54.5
922,002475,立讯精密,21.46,2.43,2,1,36,2.43,0.0,54.28
1635,300279,和晶科技,7.03,10.02,3,3,16,21.0,21.0,54.17
1299,002876,三利谱,47.65,-0.6,-2,4,28,-0.6,-0.36,54.01
3264,603396,金辰股份,42.93,1.49,2,2,17,1.49,1.49,53.93
2737,600783,鲁信创投,25.20,7.42,2,1,15,7.42,0.0,53.85
1905,300555,路通视信,12.66,6.57,3,1,16,7.84,0.0,53.83
2517,600536,中国软件,33.99,7.63,2,2,17,7.63,7.63,53.8
1365,300002,神州泰岳,5.07,9.98,2,18,16,9.98,60.95,53.64
975,002530,金财互联,9.49,9.97,4,18,17,11.38,57.64,53.56
646,002194,*ST凡谷,11.91,5.03,4,4,19,15.74,15.74,53.48
548,002095,生 意 宝,29.18,0.86,1,18,17,0.0,57.82,53.26
2513,600531,豫光金铅,5.67,1.43,18,18,17,56.63,56.63,53.24
1776,300423,鲁亿通,28.37,1.5,9,18,18,22.5,53.1,53.1
121,000531,穗恒运Ａ,7.98,5.42,3,2,16,5.7,5.42,52.29
1732,300379,东方通,22.99,10.0,2,7,18,10.0,14.95,51.95
2063,300725,药石科技,82.24,-0.8,-1,31,29,0.0,56.92,51.68
2729,600775,南京熊猫,12.33,9.99,2,2,17,9.99,9.99,51.47
964,002518,科士达,12.14,8.01,2,2,18,8.01,8.01,51.37
3279,603501,韦尔股份,46.75,9.95,3,3,17,12.76,12.76,51.29
1554,300197,铁汉生态,5.18,6.37,8,8,17,34.9,34.9,51.02
1533,300175,朗源股份,6.22,10.09,4,8,17,33.19,39.78,50.97
2592,600622,光大嘉宝,8.93,3.12,1,1,31,0.0,0.0,50.84
2948,601216,君正集团,4.07,-0.49,12,18,17,41.32,54.17,50.74
2931,601155,新城控股,36.40,5.14,8,12,40,15.59,18.34,50.66
1996,300654,世纪天鸿,21.38,1.33,4,2,32,1.81,1.33,50.25
3038,601881,中国银河,11.71,-1.26,-1,3,18,0.0,-0.17,50.13
434,000977,浪潮信息,25.09,5.82,2,2,24,5.82,5.82,50.06
3370,603690,至纯科技,24.15,5.46,2,18,17,5.46,57.84,49.91
3328,603609,禾丰牧业,11.97,4.54,3,3,17,9.32,9.32,49.81
2285,600235,民丰特纸,8.23,5.78,2,17,14,5.78,62.01,49.64
1671,300316,晶盛机电,15.68,8.06,3,3,20,10.81,10.81,49.62
53,000078,海王生物,4.74,9.98,4,18,17,17.04,53.4,49.53
3063,601990,南京证券,13.68,0.37,2,18,16,0.37,52.68,49.51
2702,600745,闻泰科技,30.30,4.12,8,8,24,14.69,14.69,49.48
1516,300158,振东制药,5.59,1.27,12,18,17,44.44,52.73,49.47
2916,601100,恒立液压,30.29,1.58,3,2,37,8.1,1.58,49.36
1683,300328,宜安科技,10.53,4.26,3,1,19,3.85,0.0,49.15
389,000917,电广传媒,9.63,4.45,3,3,15,14.92,14.92,49.07
1619,300262,巴安水务,8.72,-0.91,4,18,18,8.05,49.06,49.06
1494,300136,信维通信,31.60,3.98,3,12,24,4.64,21.63,48.99
1583,300226,上海钢联,80.65,3.4,1,8,18,0.0,24.08,48.97
1013,002568,百润股份,14.16,1.65,4,4,18,8.84,8.84,48.9
2609,600643,爱建集团,12.72,-0.7,2,2,18,-0.7,-0.7,48.77
1040,002596,海南瑞泽,10.31,5.85,7,17,15,27.92,50.95,48.77
2708,600751,海航科技,4.06,10.03,2,2,15,10.03,10.03,48.72
1584,300227,光韵达,14.46,9.05,5,17,17,19.01,48.61,48.61
1529,300171,东富龙,10.18,10.05,9,17,15,42.18,52.17,48.61
2193,600128,弘业股份,10.52,3.95,2,17,14,3.95,54.03,48.59
2854,600958,东方证券,12.60,-1.18,-1,-1,18,0.0,0.0,48.58
2601,600635,大众公用,6.77,10.08,2,2,15,10.08,10.08,48.46
1730,300377,赢时胜,16.33,6.73,3,3,15,10.64,10.64,48.32
2005,300663,科蓝软件,21.50,5.13,8,17,17,22.44,48.28,48.28
341,000838,财信发展,4.40,7.32,2,17,16,7.32,50.17,48.15
1694,300339,润和软件,13.51,0.0,8,8,17,32.45,32.45,47.81
2920,601108,财通证券,11.26,4.65,3,2,17,6.43,4.65,47.77
1204,002771,真视通,16.81,10.01,4,8,16,22.7,30.41,47.72
2686,600728,佳都科技,12.01,6.57,3,8,18,16.83,28.18,47.72
2113,600030,中信证券,24.80,1.27,3,3,34,1.39,1.39,47.62
1724,300370,安控科技,3.94,10.06,7,7,14,26.69,26.69,47.57
1595,300238,冠昊生物,14.34,-0.35,8,8,16,34.65,34.65,47.53
1926,300579,数字认证,34.62,4.43,3,1,17,4.47,0.0,47.44
2133,600061,国投资本,13.53,-0.15,2,2,18,-0.15,-0.15,47.39
1733,300380,安硕信息,23.36,2.91,2,8,17,2.91,29.78,47.38
1818,300465,高伟达,8.66,2.24,3,17,17,5.87,47.28,47.28
1762,300409,道氏技术,19.11,10.02,12,18,17,37.98,54.99,47.23
2918,601106,中国一重,4.12,1.23,3,18,17,4.83,49.28,47.14
958,002512,达华智能,6.15,7.52,4,8,15,15.82,27.07,47.13
3148,603127,昭衍新药,70.24,4.82,4,8,32,11.09,17.3,47.1
2705,600748,上实发展,8.35,2.96,14,17,24,39.17,42.98,47.01
1722,300368,汇金股份,8.93,1.94,2,17,15,1.94,51.1,46.87
348,000858,五 粮 液,77.77,0.67,4,5,31,8.77,11.0,46.82
2161,600093,易见股份,12.14,9.96,2,2,17,9.96,9.96,46.62
170,000596,古井贡酒,79.06,-0.59,-1,5,35,0.0,1.04,46.62
3248,603363,傲农生物,12.21,2.09,2,2,17,2.09,2.09,46.58
3010,601689,拓普集团,21.43,7.63,4,7,18,22.04,33.6,46.58
1432,300072,三聚环保,11.94,8.15,4,8,16,22.97,31.06,46.32
12,000016,深康佳Ａ,5.06,10.0,3,8,17,17.13,33.51,46.24
2508,600526,菲达环保,5.74,2.87,8,17,14,26.71,57.26,46.06
1945,300601,康泰生物,44.86,1.04,7,7,18,18.08,18.08,45.98
853,002405,四维图新,24.07,5.2,1,1,22,0.0,0.0,45.97
1908,300558,贝达药业,46.40,3.53,9,12,18,31.3,31.86,45.91
430,000971,高升控股,4.55,9.9,2,18,15,9.9,57.99,45.83
690,002238,天威视讯,9.24,10.0,3,2,17,20.94,10.0,45.74
704,002252,上海莱士,9.59,-1.54,2,5,14,-1.54,4.92,45.52
417,000957,中通客车,8.29,-1.31,-1,9,17,0.0,21.91,45.44
992,002547,春兴精工,9.43,4.43,3,2,17,12.93,4.43,45.3
1483,300125,易世达,20.42,9.78,4,17,14,24.74,47.12,45.23
463,002008,大族激光,42.26,0.62,2,2,31,0.62,0.62,45.22
1999,300657,弘信电子,45.86,6.45,3,3,18,8.42,8.42,45.13
1953,300609,汇纳科技,41.93,-2.83,8,8,18,30.3,30.3,45.09
1540,300182,捷成股份,5.89,10.09,2,2,18,10.09,10.09,45.07
2591,600621,华鑫股份,12.79,-0.47,2,3,17,-0.47,1.51,45.01
2642,600682,南京新百,13.05,3.16,4,20,18,14.57,47.79,45.0
1952,300608,思特奇,25.49,4.34,4,19,19,8.15,44.91,44.91
1488,300130,新国都,17.29,-1.54,3,8,18,8.33,30.0,44.69
1481,300123,亚光科技,14.35,2.65,12,12,17,38.92,38.92,44.51
223,000671,阳 光 城,7.79,7.01,7,7,21,23.85,23.85,44.26
2629,600666,奥瑞德,3.92,3.16,3,2,16,4.53,3.16,44.12
2571,600599,熊猫金控,14.44,-0.35,-1,3,16,0.0,-1.1,44.11
1443,300083,劲胜智能,3.83,3.51,4,12,18,8.19,15.02,43.98
1097,002656,摩登大道,7.40,1.09,8,17,16,22.31,45.96,43.97
874,002426,胜利精密,3.87,9.94,4,2,16,10.89,9.94,43.87
1098,002657,中科金财,18.19,2.19,3,2,17,4.3,2.19,43.79
571,002118,紫鑫药业,7.33,4.71,4,4,16,8.92,8.92,43.73
3002,601633,长城汽车,8.12,0.12,-1,3,38,0.0,-0.49,43.72
2662,600703,三安光电,15.05,6.14,1,1,18,0.0,0.0,43.61
1528,300170,汉得信息,15.26,10.02,3,2,18,21.02,10.02,43.56
2423,600399,*ST抚钢,3.87,0.78,3,18,17,1.84,45.49,43.33
227,000677,恒天海龙,3.71,10.09,8,18,16,34.91,50.2,43.24
1213,002780,三夫户外,18.36,8.51,2,2,22,8.51,8.51,43.21
82,000413,东旭光电,6.27,8.1,3,2,17,9.62,8.1,43.15
1702,300347,泰格医药,62.19,2.59,9,19,19,22.95,42.97,42.97
2712,600756,浪潮软件,23.21,10.0,2,2,19,10.0,10.0,42.83
1854,300502,新易盛,31.60,9.0,4,4,17,14.58,14.58,42.73
1677,300322,硕贝德,15.62,5.19,1,2,17,0.0,5.19,42.65
2910,601068,中铝国际,7.67,2.82,3,7,16,13.13,29.78,42.57
464,002009,天奇股份,11.24,3.88,8,8,18,21.12,21.12,42.28
2206,600146,商赢环球,8.05,3.34,3,3,15,2.81,2.81,42.23
191,000622,恒立实业,8.02,10.01,2,2,15,10.01,10.01,42.2
3018,601788,光大证券,13.58,-0.51,-1,-4,18,0.0,2.65,41.75
2878,600986,科达股份,5.84,9.57,2,2,17,9.57,9.57,41.75
3128,603085,天成自控,10.84,6.48,1,17,15,0.0,45.31,41.7
2958,601258,庞大集团,1.87,-0.53,-1,15,12,0.0,47.24,41.67
838,002390,信邦制药,5.41,0.74,8,8,17,26.7,26.7,41.62
758,002308,威创股份,6.30,8.43,4,18,17,14.55,48.24,41.57
935,002488,金固股份,9.47,9.99,2,17,16,9.99,45.25,41.55
2027,300685,艾德生物,55.40,1.97,4,7,28,10.03,14.7,41.54
662,002210,飞马国际,4.13,2.23,2,17,14,2.23,52.96,41.44
527,002074,国轩高科,17.55,0.11,4,8,18,4.15,7.41,41.3
1786,300433,蓝思科技,9.45,4.77,3,3,17,8.37,8.37,41.26
3173,603186,华正新材,28.74,3.12,2,2,18,3.12,3.12,41.23
2141,600071,凤凰光学,11.58,2.57,8,8,17,22.54,22.54,41.22
2332,600291,西水股份,15.65,0.06,3,3,21,3.44,3.44,41.12
1621,300264,佳创视讯,7.04,5.71,2,2,17,5.71,5.71,41.08
2329,600288,大恒科技,10.09,10.03,4,2,17,20.69,10.03,40.73
2352,600316,洪都航空,14.88,9.41,3,2,17,11.46,9.41,40.64
642,002190,成飞集成,21.94,3.25,8,8,15,37.99,37.99,40.64
253,000711,京蓝科技,7.27,9.98,2,2,13,9.98,9.98,40.62
2029,300687,赛意信息,28.52,9.1,2,2,17,9.1,9.1,40.56
1172,002736,国信证券,12.00,0.0,3,3,18,1.18,1.18,40.52
3441,603859,能科股份,26.12,-0.38,2,2,17,-0.38,-0.38,40.51
406,000936,华西股份,9.06,9.95,3,3,15,11.58,11.58,40.47
660,002208,合肥城建,14.13,0.43,3,8,17,7.13,29.63,40.46
2276,600226,瀚叶股份,3.82,1.87,3,2,16,7.0,1.87,40.44
792,002343,慈文传媒,11.37,-1.3,13,12,10,47.28,44.47,40.37
2787,600839,四川长虹,3.48,10.13,8,8,17,31.82,31.82,40.32
2933,601162,天风证券,10.27,1.18,2,2,17,1.18,1.18,40.3
1315,002892,科力尔,38.98,0.26,2,2,17,0.26,0.26,40.27
3336,603626,科森科技,10.24,6.67,2,1,17,6.67,0.0,40.27
1364,300001,特锐德,24.40,-0.69,4,9,19,8.01,22.74,40.23
100,000503,国新健康,21.28,-0.19,2,2,16,-0.19,-0.19,40.18
2114,600031,三一重工,11.48,-0.52,3,3,33,7.09,7.09,40.17
1026,002581,未名医药,8.59,4.63,7,7,16,22.54,22.54,40.13
1967,300624,万兴科技,62.20,0.48,3,3,17,1.75,1.75,40.06
1457,300098,高新兴,9.69,4.64,3,3,19,4.64,4.64,40.03
3318,603598,引力传媒,11.41,1.88,3,3,14,6.74,6.74,40.0
1267,002840,华统股份,19.80,8.49,2,7,17,8.49,23.6,39.93
1146,002708,光洋股份,9.90,7.03,2,1,16,7.03,0.0,39.83
1051,002608,江苏国信,10.13,0.0,8,8,17,25.06,25.06,39.72
723,002273,水晶光电,13.35,1.75,2,2,18,1.75,1.75,39.64
1077,002635,安洁科技,15.21,3.4,3,2,18,4.75,3.4,39.54
2546,600572,康恩贝,8.23,-0.6,4,12,17,0.73,34.48,39.49
1143,002703,浙江世宝,6.08,2.01,4,17,16,15.81,41.4,39.45
2021,300679,电连技术,37.34,1.52,3,2,17,11.16,1.52,39.38
2838,600895,张江高科,21.07,10.03,2,1,15,10.03,0.0,39.26
3179,603197,保隆科技,26.91,9.93,3,3,17,15.74,15.74,39.21
1337,002917,金奥博,28.93,-1.93,8,8,14,34.18,34.18,39.15
1663,300308,中际旭创,56.90,3.74,3,2,18,4.6,3.74,39.12
633,002181,粤 传 媒,6.12,10.07,2,2,16,10.07,10.07,39.09
876,002428,云南锗业,7.84,2.62,2,2,16,2.62,2.62,39.01
2942,601198,东兴证券,13.54,-0.37,3,2,18,0.37,-0.37,39.01
410,000948,南天信息,13.90,3.27,3,18,17,4.91,42.71,39.0
1627,300270,中威电子,9.38,9.96,2,2,17,9.96,9.96,38.96
2396,600369,西南证券,5.53,-0.36,2,3,18,-0.36,2.6,38.94
711,002261,拓维信息,5.89,6.7,1,1,16,0.0,0.0,38.92
1700,300345,红宇新材,4.93,2.92,8,8,16,27.72,27.72,38.87
1706,300351,永贵电器,11.65,3.46,1,1,15,0.0,0.0,38.86
997,002552,*ST宝鼎,8.09,5.06,2,2,16,5.06,5.06,38.77
807,002359,北讯集团,10.74,10.04,2,2,17,10.04,10.04,38.76
128,000540,中天金融,4.94,0.2,3,17,16,0.2,44.02,38.76
3195,603232,格尔软件,33.37,3.41,3,2,16,7.09,3.41,38.64
307,000793,华闻传媒,4.09,4.07,2,17,16,4.07,41.03,38.64
786,002337,赛象科技,5.46,10.08,2,2,14,10.08,10.08,38.58
1492,300134,大富科技,15.14,4.78,3,2,15,6.62,4.78,38.52
2210,600151,航天机电,5.62,3.5,2,8,18,3.5,17.08,38.42
3209,603289,泰瑞机器,11.06,3.08,8,8,15,31.51,31.51,38.42
2947,601212,白银有色,4.36,10.1,3,3,15,21.11,21.11,38.41
2415,600390,五矿资本,10.35,0.19,3,18,17,0.1,41.01,38.37
1665,300310,宜通世纪,7.00,10.06,2,5,15,10.06,13.82,38.34
641,002189,利达光电,22.41,10.01,8,8,8,38.33,38.33,38.33
2976,601388,怡球资源,2.96,8.42,2,8,16,8.42,26.5,38.32
683,002231,奥维通信,8.75,4.29,4,3,15,26.08,14.68,38.23
36,000046,泛海控股,6.70,0.15,3,17,16,5.02,39.29,38.14
1477,300119,瑞普生物,10.95,0.83,8,18,18,28.22,38.08,38.08
1404,300043,星辉娱乐,4.68,10.12,8,17,17,22.19,38.05,38.05
2489,600505,西昌电力,7.05,-1.4,4,4,21,4.6,4.6,37.96
3087,603019,中科曙光,52.70,10.0,3,2,19,12.92,10.0,37.96
1634,300278,华昌达,8.11,10.04,8,7,6,44.05,40.07,37.93
218,000666,经纬纺机,14.77,0.61,2,1,17,0.61,0.0,37.91
1415,300054,鼎龙股份,9.39,5.51,1,7,18,0.0,9.95,37.89
1430,300070,碧水源,10.50,0.19,3,8,18,10.18,24.41,37.8
3197,603239,浙江仙通,14.11,9.98,3,8,16,21.01,32.49,37.79
2418,600393,粤泰股份,3.03,1.34,2,2,17,1.34,1.34,37.73
2427,600408,*ST安泰,3.91,5.11,7,10,20,24.92,30.77,37.68
1376,300014,亿纬锂能,22.37,1.5,4,9,26,9.76,18.93,37.66
649,002197,证通电子,9.45,7.51,4,17,16,9.5,39.59,37.55
2975,601377,兴业证券,7.04,-0.28,-1,2,17,0.0,-0.28,37.5
2994,601606,长城军工,18.04,0.78,8,17,15,27.4,43.17,37.5
1848,300496,中科创达,38.29,10.0,2,2,18,10.0,10.0,37.49
384,000910,大亚圣象,13.65,0.89,8,7,31,14.9,10.17,37.46
1393,300032,金龙机电,3.93,5.93,3,17,16,5.65,40.86,37.41
2301,600255,梦舟股份,2.61,10.13,1,17,15,0.0,41.08,37.37
324,000815,美利云,9.41,9.04,4,7,17,15.89,15.32,37.37
2599,600633,浙数文化,11.33,3.38,8,12,16,33.14,35.04,37.33
385,000911,南宁糖业,7.80,3.04,9,12,16,35.18,36.13,37.32
2018,300676,华大基因,82.16,-0.17,4,8,18,2.74,16.87,37.28
1385,300023,宝德股份,7.89,3.41,3,1,16,3.0,0.0,37.22
1562,300205,天喻信息,11.55,1.85,4,17,17,4.71,37.17,37.17
771,002321,华英农业,7.83,2.09,3,2,17,8.15,2.09,37.13
943,002496,ST辉丰,2.96,-0.67,-1,-1,21,0.0,0.0,37.04
1721,300367,东方网力,12.29,10.03,2,2,18,10.03,10.03,37.01
1405,300044,赛为智能,8.78,5.28,3,7,17,5.4,9.07,36.97
2858,600962,国投中鲁,10.76,2.67,4,8,16,19.29,28.4,36.9
1736,300383,光环新网,19.56,9.21,2,2,21,9.21,9.21,36.88
1192,002758,华通医药,10.18,0.59,3,8,17,0.79,24.75,36.83
965,002519,银河电子,4.87,9.93,2,17,15,9.93,45.81,36.8
993,002548,金新农,9.65,6.98,2,2,17,6.98,6.98,36.69
2493,600509,天富能源,5.03,5.67,2,1,17,5.67,0.0,36.68
1920,300571,平治信息,56.45,7.65,1,1,17,0.0,0.0,36.65
1799,300446,乐凯新材,19.84,4.26,1,18,17,0.0,40.11,36.64
2655,600695,绿庭投资,6.21,1.8,2,2,16,1.8,1.8,36.48
136,000550,江铃汽车,20.47,2.92,3,9,25,1.34,22.94,36.47
1720,300366,创意信息,9.67,10.01,3,2,15,21.03,10.01,36.39
1708,300353,东土科技,12.60,4.48,3,3,15,14.96,14.96,36.22
3506,603990,麦迪科技,43.51,1.71,8,8,25,12.98,12.98,36.1
1356,002938,鹏鼎控股,24.74,0.86,4,3,17,2.15,0.2,36.08
252,000710,贝瑞基因,45.20,1.89,4,7,18,4.36,11.69,36.06
413,000951,中国重汽,15.32,5.08,4,3,37,9.43,6.91,36.06
7,000009,中国宝安,5.89,10.09,3,18,17,11.55,38.92,36.03
1116,002675,东诚药业,12.36,6.74,4,7,18,13.5,16.93,35.97
1048,002605,姚记扑克,11.12,0.18,4,8,16,11.65,25.79,35.94
693,002241,歌尔股份,9.27,2.43,3,2,18,4.75,2.43,35.92
1277,002851,麦格米特,29.44,0.99,8,7,17,27.61,22.26,35.92
760,002310,东方园林,8.82,0.92,8,7,17,17.76,7.43,35.9
3387,603721,中广天择,20.39,2.31,3,3,25,4.99,4.99,35.84
779,002330,得利斯,5.81,10.04,2,2,17,10.04,10.04,35.75
254,000712,锦龙股份,13.30,0.38,3,3,17,1.53,1.53,35.71
528,002075,沙钢股份,10.16,-0.78,3,18,17,3.36,41.11,35.65
160,000584,哈工智能,8.61,4.62,2,2,16,4.62,4.62,35.59
1475,300116,坚瑞沃能,2.02,0.5,-4,-2,16,0.5,0.5,35.57
3396,603737,三棵树,52.94,9.99,3,2,17,10.31,9.99,35.57
2020,300678,中科信息,26.04,3.33,2,2,15,3.33,3.33,35.55
596,002143,印纪传媒,3.89,9.27,2,2,15,9.27,9.27,35.54
314,000801,四川九洲,6.79,10.05,2,19,18,10.05,39.14,35.53
2696,600739,辽宁成大,14.27,1.93,3,3,17,5.86,5.86,35.52
1555,300198,纳川股份,3.75,0.81,2,2,15,0.81,0.81,35.38
644,002192,融捷股份,29.09,-0.89,-1,-2,17,0.0,-0.89,35.37
1526,300168,万达信息,14.59,3.04,3,2,18,8.4,3.04,35.34
2938,601177,杭齿前进,13.99,8.79,3,2,18,16.1,8.79,35.3
1450,300090,盛运环保,2.57,1.18,2,7,15,1.18,14.22,35.26
1883,300532,今天国际,14.39,2.49,2,1,21,2.49,0.0,35.24
947,002500,山西证券,8.53,1.07,3,3,17,1.67,1.67,35.18
2246,600191,华资实业,5.46,0.37,2,2,15,0.37,0.37,35.15
3489,603959,百利科技,22.88,-0.78,5,18,14,10.27,48.28,35.14
1973,300630,普利制药,61.05,0.2,1,8,28,0.0,9.31,35.13
1448,300088,长信科技,6.12,6.43,3,2,18,6.81,6.43,35.1
1524,300166,东方国信,15.48,4.59,3,2,21,6.46,4.59,35.08
2188,600122,宏图高科,4.48,5.16,2,2,16,5.16,5.16,34.94
2808,600864,哈投股份,6.03,0.67,3,2,16,2.55,0.67,34.9
2125,600053,九鼎投资,28.65,4.83,2,1,17,4.83,0.0,34.89
1357,002939,长城证券,14.41,2.05,2,1,15,2.05,0.0,34.8
3314,603589,口子窖,47.40,-0.84,4,3,37,5.8,1.67,34.74
1780,300427,红相股份,14.51,0.07,3,18,17,2.54,38.45,34.73
1240,002810,山东赫达,22.19,2.02,7,14,28,11.51,19.69,34.73
911,002464,众应互联,10.29,6.41,1,1,16,0.0,0.0,34.69
