,股票代码,股票名称,最新价,涨幅,3日均线,5日均线,10日均线,3日均线涨幅,5日均线涨幅,10日均线涨幅
2984,603000,人民网,28.12,10.02,5,27,42,46.38,238.8,283.63
2901,601519,大智慧,11.80,9.97,14,20,19,206.49,245.03,233.33
341,000859,国风塑业,9.00,-0.88,5,5,19,20.97,20.97,191.26
2145,600131,岷江水电,19.00,0.0,15,15,15,179.0,179.0,179.0
1020,002600,领益智造,7.99,10.06,6,9,19,61.41,71.46,177.43
2832,601066,中信建投,31.16,9.99,5,21,24,40.8,166.78,172.38
2657,600776,东方通信,40.49,10.0,4,4,18,33.1,33.1,167.61
1412,300085,银之杰,21.25,9.99,10,20,19,116.62,179.24,163.65
671,002234,民和股份,30.68,10.0,5,5,35,22.97,22.97,157.82
3170,603383,顶点软件,86.13,10.0,11,20,20,108.3,154.07,154.07
594,002157,正邦科技,15.99,3.56,4,5,27,23.67,36.09,151.81
886,002458,益生股份,41.26,-0.1,-2,19,21,-0.1,126.21,142.71
1710,300397,天和防务,22.68,-0.48,4,19,18,17.09,138.49,134.54
2512,600604,市北高新,17.30,9.98,4,19,16,33.08,151.45,131.9
2914,601608,中信重工,6.30,9.95,10,21,20,110.0,132.47,129.93
2386,600446,金证股份,26.41,9.68,5,5,20,26.36,26.36,129.85
261,000727,华东科技,3.53,9.97,5,5,19,46.47,46.47,126.28
123,000536,华映科技,4.46,0.68,5,5,18,17.37,17.37,123.0
1161,002750,龙津药业,12.83,10.03,20,19,18,130.34,125.09,122.36
2883,601319,中国人保,12.83,10.03,5,14,14,46.46,118.57,118.57
2947,601860,紫金银行,11.80,9.97,10,10,17,97.32,97.32,118.11
2517,600610,*ST毅达,4.19,5.01,20,19,18,136.72,125.27,114.87
145,000563,陕国投Ａ,6.02,-3.37,5,20,19,16.89,115.0,111.23
462,002017,东信和平,20.61,9.98,5,13,13,46.38,108.6,108.6
2692,600816,安信信托,8.85,0.45,4,3,18,13.75,10.49,108.24
2956,601890,亚星锚链,7.77,10.06,9,19,18,79.86,107.2,105.01
2105,600086,东方金钰,7.10,8.23,5,4,18,44.02,31.0,104.02
1363,300033,同花顺,86.22,-1.46,5,21,21,6.44,101.54,101.54
1845,300538,同益股份,40.07,9.99,6,10,18,61.05,85.51,99.55
2519,600613,神奇制药,10.01,10.0,6,19,19,60.93,98.22,98.22
1348,300017,网宿科技,15.72,10.01,5,5,19,46.37,46.37,97.74
1668,300352,北信源,6.46,10.05,6,10,43,21.89,37.15,96.35
1341,300008,天海防务,5.06,10.0,9,18,17,61.15,104.03,96.12
2003,300710,万隆光电,40.83,1.87,10,19,17,82.68,102.63,95.36
2552,600651,飞乐音响,5.80,10.06,6,18,15,61.56,100.0,95.29
1911,300612,宣亚国际,28.32,-5.44,-1,19,16,0.0,101.42,94.24
1087,002668,奥马电器,7.57,10.03,5,5,16,40.45,40.45,93.61
29,000037,深南电A,9.85,-0.81,-2,17,16,-0.81,95.44,92.38
2233,600238,*ST椰岛,9.08,-0.55,6,4,45,9.0,6.2,92.37
2342,600375,华菱星马,7.36,10.01,6,19,18,61.05,96.79,92.17
612,002175,东方网络,5.80,10.06,5,10,17,46.84,73.65,89.54
1599,300279,和晶科技,8.50,9.96,5,5,18,46.3,46.3,86.4
1332,002945,华林证券,17.70,6.12,5,10,22,21.23,54.18,83.99
1693,300379,东方通,27.82,10.0,4,9,20,33.11,39.1,83.87
766,002333,罗普斯金,9.40,7.8,6,10,19,39.88,62.07,83.24
2454,600536,中国软件,40.48,10.0,4,4,19,28.18,28.18,83.17
1499,300175,朗源股份,7.52,9.94,6,10,19,61.03,68.99,82.52
2838,601099,太平洋,4.74,0.64,13,20,19,64.01,85.16,81.61
3366,603888,新华网,24.06,-0.7,5,4,26,10.72,7.17,79.55
2843,601108,财通证券,13.63,10.01,5,4,19,28.83,26.67,78.87
1685,300370,安控科技,4.76,9.93,9,9,16,53.05,53.05,78.28
2110,600093,易见股份,14.69,10.04,4,4,19,33.06,33.06,77.42
535,002095,生 意 宝,33.78,5.23,3,20,19,15.76,82.69,77.42
1934,300638,广和通,49.40,-3.67,-1,20,19,0.0,84.53,77.38
2379,600425,青松建化,5.64,9.94,9,9,19,60.23,60.23,77.36
421,000971,高升控股,5.51,9.98,4,20,17,33.09,91.32,76.6
1451,300125,易世达,24.71,10.02,6,19,16,50.95,78.03,75.75
2977,601990,南京证券,16.05,6.64,4,20,18,17.75,79.13,75.41
902,002477,雏鹰农牧,2.84,10.08,4,5,19,13.6,16.39,75.31
734,002299,圣农发展,28.65,-0.14,-2,6,47,-0.14,8.81,75.02
426,000977,浪潮信息,29.18,5.72,4,4,26,23.07,23.07,74.52
1441,300115,长盈精密,13.63,10.01,3,3,20,11.81,11.81,73.85
1494,300170,汉得信息,18.47,10.01,5,4,20,46.47,33.17,73.75
334,000839,中信国安,5.85,3.36,4,4,20,22.9,22.9,73.59
2308,600331,宏达股份,4.13,-0.72,4,19,16,15.04,82.74,73.53
2481,600571,信雅达,12.14,2.45,4,19,18,10.46,73.68,73.43
2641,600756,浪潮软件,28.08,9.99,4,4,21,33.08,33.08,72.8
2111,600094,大名城,6.27,-2.79,20,20,18,75.63,75.63,72.73
1157,002746,仙坛股份,24.16,0.08,-2,8,40,0.08,1.09,72.45
2480,600570,恒生电子,91.90,2.45,2,14,40,2.45,29.42,72.32
52,000070,特发信息,17.48,-0.06,4,4,19,7.37,7.37,72.05
50,000068,华控赛格,7.24,5.08,4,4,19,6.16,6.16,71.97
1664,300348,长亮科技,29.26,8.49,5,5,19,11.59,11.59,71.61
948,002526,山东矿机,3.41,0.29,5,20,19,20.92,77.6,71.36
2082,600061,国投资本,15.73,5.71,4,4,20,16.09,16.09,71.35
913,002488,金固股份,11.46,9.98,4,19,18,33.1,75.77,71.3
2235,600240,华业资本,3.93,2.08,5,5,16,22.05,22.05,70.87
1677,300362,天翔环境,6.96,-4.13,-1,6,16,0.0,26.32,70.59
3407,603986,兆易创新,104.50,-2.29,-1,11,30,0.0,35.52,70.42
2575,600682,南京新百,15.33,6.75,6,22,20,34.59,73.61,70.33
2273,600288,大恒科技,12.21,10.0,6,4,19,46.05,33.15,70.29
248,000711,京蓝科技,8.80,10.0,4,4,15,33.13,33.13,70.21
2578,600685,中船防务,17.00,-3.3,-1,20,19,0.0,76.72,70.17
2856,601162,天风证券,12.43,10.0,4,4,19,22.46,22.46,69.81
2714,600839,四川长虹,4.21,9.92,10,10,19,59.47,59.47,69.76
1335,300002,神州泰岳,5.58,9.63,4,20,18,21.04,77.14,69.09
2482,600572,康恩贝,9.96,10.06,6,14,19,21.91,62.75,68.81
558,002118,紫鑫药业,8.60,9.69,6,6,18,27.79,27.79,68.63
2439,600518,康美药业,11.26,-2.51,-1,9,19,0.0,14.08,68.31
935,002512,达华智能,7.03,3.84,6,10,17,32.39,45.25,68.18
2450,600531,豫光金铅,6.22,4.54,20,20,19,71.82,71.82,68.11
3161,603363,傲农生物,14.00,4.24,4,4,19,17.06,17.06,68.07
2870,601212,白银有色,5.28,10.0,5,5,17,46.67,46.67,67.62
3120,603289,泰瑞机器,13.39,10.02,10,10,17,59.22,59.22,67.58
1373,300043,星辉娱乐,5.67,10.1,10,19,19,48.04,67.26,67.26
1598,300278,华昌达,9.81,9.98,10,9,8,74.25,69.43,66.84
1179,002771,真视通,18.96,2.54,6,10,18,38.39,47.09,66.61
952,002530,金财互联,10.29,6.19,6,20,19,20.77,70.93,66.5
2564,600666,奥瑞德,4.52,4.87,5,4,18,20.53,18.95,66.18
942,002519,银河电子,5.90,10.07,4,19,17,33.18,76.65,65.73
1389,300059,东方财富,21.33,-4.01,-1,-1,21,0.0,0.0,65.73
878,002450,康得新,7.61,0.4,9,18,17,41.19,73.74,65.43
1757,300446,乐凯新材,24.00,9.99,3,20,19,20.97,69.49,65.29
1683,300368,汇金股份,10.03,2.14,4,19,17,14.5,69.71,64.97
1089,002670,国盛金控,15.46,-0.9,5,5,19,26.93,26.93,64.64
349,000876,新 希 望,12.72,-1.93,-1,5,30,0.0,11.87,64.13
580,002143,印纪传媒,4.71,10.05,4,4,17,32.3,32.3,64.11
1442,300116,坚瑞沃能,2.44,9.91,2,2,18,9.91,9.91,63.76
1327,002939,长城证券,17.44,10.03,4,3,17,23.51,21.03,63.14
2735,600864,哈投股份,7.29,9.95,5,4,18,23.98,21.7,63.09
3037,603081,大丰实业,18.12,-1.74,4,4,18,12.2,12.2,62.95
1476,300152,科融环境,3.11,1.3,9,20,18,33.48,72.78,62.83
1550,300227,光韵达,15.84,6.45,7,19,19,30.37,62.8,62.8
790,002359,北讯集团,12.60,10.04,4,4,19,29.1,29.1,62.79
1985,300691,联合光电,37.27,10.01,4,4,19,33.11,33.11,62.61
1954,300659,中孚信息,32.00,10.0,1,1,18,0.0,0.0,62.6
2444,600525,长园集团,7.32,-1.35,4,20,19,3.68,68.28,62.31
1149,002736,国信证券,13.85,10.01,5,5,20,16.78,16.78,62.18
2953,601881,中国银河,12.65,1.44,2,5,20,1.44,7.84,62.18
1734,300423,鲁亿通,30.05,5.81,11,20,20,29.75,62.17,62.17
1347,300016,北陆药业,10.70,-3.43,-1,10,19,0.0,48.2,62.12
2154,600146,商赢环球,9.15,6.89,5,5,17,16.86,16.86,61.66
1417,300090,盛运环保,3.07,8.48,4,9,17,20.87,36.44,61.58
309,000806,银河生物,5.73,9.98,6,6,17,26.49,26.49,61.41
1655,300339,润和软件,14.75,9.99,1,10,19,0.0,44.61,61.38
675,002238,天威视讯,10.23,10.0,5,4,19,33.9,21.79,61.36
621,002184,海得控制,14.77,9.98,6,4,17,37.4,33.06,61.24
1712,300399,京天利,14.15,10.03,5,4,19,26.11,24.23,61.16
1861,300555,路通视信,13.26,4.91,5,3,18,12.95,4.74,61.12
1076,002657,中科金财,20.38,1.85,5,4,19,16.86,14.49,61.11
3011,603032,德新交运,46.39,10.01,6,6,6,61.08,61.08,61.08
848,002420,毅昌股份,5.41,9.96,10,19,17,55.91,72.29,61.01
154,000576,广东甘化,10.65,-1.57,9,9,23,40.32,40.32,60.63
2638,600751,海航科技,4.38,3.55,4,4,17,18.7,18.7,60.44
814,002384,东山精密,16.76,-2.56,-1,3,22,0.0,-4.93,60.38
851,002423,中原特钢,13.27,-2.14,-1,-1,17,0.0,0.0,60.27
2778,600958,东方证券,13.58,3.35,2,2,20,3.35,3.35,60.14
2527,600621,华鑫股份,14.12,1.95,4,5,19,9.88,12.06,60.09
884,002456,欧菲科技,14.74,0.27,-1,4,29,0.0,3.8,60.04
2142,600128,弘业股份,11.33,10.0,1,19,16,0.0,65.89,60.03
1775,300465,高伟达,9.41,3.63,5,19,19,15.04,60.03,60.03
2091,600072,中船科技,11.85,10.03,12,18,18,49.81,59.92,59.92
2739,600868,梅雁吉祥,4.70,10.07,10,9,19,47.34,41.57,59.86
631,002194,*ST凡谷,12.40,-0.88,6,6,21,20.51,20.51,59.79
2951,601878,浙商证券,12.83,10.03,5,5,19,22.78,22.78,59.78
2833,601068,中铝国际,8.58,10.0,5,9,18,26.55,45.18,59.48
2656,600775,南京熊猫,12.98,-0.54,4,4,19,15.79,15.79,59.46
2063,600030,中信证券,26.76,0.22,5,5,36,9.4,9.4,59.29
49,000066,中国长城,7.88,2.47,5,4,40,12.73,11.14,59.19
1782,300472,新元科技,21.95,3.73,7,20,19,24.36,63.44,58.48
857,002429,兆驰股份,3.28,-0.61,5,9,19,17.56,16.73,58.45
569,002131,利欧股份,2.28,10.14,4,19,18,23.24,62.86,58.33
563,002123,梦网集团,12.69,-5.01,-1,10,20,0.0,44.7,58.23
1779,300469,信息发展,28.38,10.0,6,20,19,34.12,62.54,58.02
2445,600526,菲达环保,6.21,6.15,10,19,16,37.09,70.14,58.02
188,000622,恒立实业,8.91,10.0,4,4,17,22.22,22.22,57.98
300,000793,华闻传媒,4.65,7.89,4,19,18,18.32,60.34,57.63
2895,601377,兴业证券,8.07,9.8,2,4,19,9.8,14.31,57.62
516,002075,沙钢股份,11.80,5.55,5,20,19,20.04,63.89,57.54
108,000518,四环生物,4.99,-0.8,4,9,18,1.01,15.51,57.41
2246,600255,梦舟股份,2.99,4.18,3,19,17,14.56,61.62,57.37
1571,300249,依米康,9.42,10.05,4,4,21,33.24,33.24,57.26
337,000851,高鸿股份,7.94,9.97,5,5,18,33.0,33.0,56.92
119,000531,穗恒运Ａ,8.22,4.18,5,4,18,8.87,8.59,56.87
2537,600635,大众公用,7.15,1.42,4,4,17,16.26,16.26,56.8
1482,300158,振东制药,5.86,6.74,1,20,19,0.0,60.11,56.68
865,002437,誉衡药业,4.42,9.95,3,10,19,21.1,38.56,56.18
2880,601258,庞大集团,2.06,2.49,2,17,14,2.49,62.2,56.06
1026,002607,亚夏汽车,11.73,-2.98,-2,-2,32,-2.98,-2.98,55.78
854,002426,胜利精密,4.19,4.75,6,4,18,20.06,19.03,55.76
1534,300211,亿通科技,7.74,-0.51,-1,3,19,0.0,-0.51,55.42
1958,300663,科蓝软件,22.53,1.35,10,19,19,28.3,55.38,55.38
1682,300367,东方网力,13.92,10.04,4,4,20,24.62,24.62,55.18
647,002210,飞马国际,4.53,2.95,4,19,16,12.13,67.78,55.14
3192,603501,韦尔股份,47.88,2.66,5,5,19,15.48,15.48,54.95
804,002373,千方科技,18.90,7.45,6,6,26,26.17,26.17,54.92
53,000078,海王生物,4.90,-1.61,6,20,19,20.99,58.58,54.57
1881,300579,数字认证,36.24,-3.1,5,3,19,9.35,4.68,54.34
1952,300657,弘信电子,48.76,-2.46,5,5,20,15.27,15.27,54.3
2894,601375,中原证券,6.92,6.13,4,4,19,17.69,17.69,54.12
1626,300307,慈星股份,7.52,9.94,5,4,18,35.5,33.1,53.78
2882,601311,骆驼股份,13.33,9.98,5,4,18,34.38,33.03,53.75
1406,300079,数码科技,6.15,10.02,6,10,10,46.08,53.75,53.75
2377,600422,昆药集团,9.90,10.0,10,20,19,43.48,57.14,53.49
2770,600909,华安证券,7.70,4.48,5,4,20,17.38,15.27,53.39
1694,300380,安硕信息,24.30,-0.9,4,10,19,7.05,35.0,53.31
2090,600071,凤凰光学,12.56,-1.18,10,10,19,32.91,32.91,53.17
1647,300331,苏大维格,17.38,10.0,7,20,19,17.67,57.57,53.13
3411,603990,麦迪科技,48.95,2.28,10,10,27,27.11,27.11,53.11
2106,600088,中视传媒,13.55,9.98,5,4,18,20.66,18.86,53.11
1949,300654,世纪天鸿,21.78,0.55,6,4,34,3.71,3.22,53.06
1606,300287,飞利信,5.75,6.28,4,4,15,28.64,28.64,52.93
3053,603111,康尼机电,6.34,10.07,5,20,17,22.87,58.1,52.77
1506,300182,捷成股份,6.20,1.64,4,4,20,15.89,15.89,52.71
1661,300345,红宇新材,5.42,9.94,9,9,17,40.41,40.41,52.68
454,002009,天奇股份,12.05,-0.99,10,10,20,29.85,29.85,52.53
1612,300293,蓝英装备,11.50,10.05,5,10,19,30.68,41.28,52.52
2337,600369,西南证券,6.07,3.76,4,5,20,9.37,12.62,52.51
1713,300400,劲拓股份,21.78,-5.92,-1,-1,19,0.0,0.0,52.31
1124,002708,光洋股份,10.77,10.01,4,3,18,16.43,8.79,52.12
2368,600408,*ST安泰,4.32,5.11,9,12,22,38.02,44.48,52.11
2935,601788,光大证券,14.57,3.11,2,2,20,3.11,3.11,52.09
2137,600122,宏图高科,5.04,10.04,4,4,18,18.31,18.31,51.81
2507,600599,熊猫金控,15.17,-1.81,2,5,18,-1.81,3.9,51.4
2498,600589,广东榕泰,6.34,10.07,6,19,18,33.76,53.14,51.31
941,002518,科士达,12.13,-4.34,-1,4,20,0.0,7.92,51.25
1525,300202,聚龙股份,9.24,10.0,5,3,18,17.11,13.1,51.23
2545,600643,爱建集团,12.93,-2.71,-1,4,20,0.0,0.94,51.23
1410,300083,劲胜智能,4.02,1.01,6,14,20,13.56,20.72,51.13
1669,300353,东土科技,13.97,0.79,5,5,17,27.46,27.46,51.03
1041,002622,融钰集团,4.83,5.23,3,3,18,12.85,12.85,50.94
2936,601789,宁波建工,4.95,10.0,6,19,19,34.15,50.91,50.91
2686,600809,山西汾酒,52.77,-4.23,-1,-1,37,0.0,0.0,50.73
1846,300539,横河模具,12.17,10.04,2,2,20,10.04,10.04,50.62
990,002568,百润股份,14.31,-0.07,6,6,20,9.99,9.99,50.47
312,000810,创维数字,11.17,10.05,6,9,9,45.06,50.34,50.34
2648,600766,园城黄金,11.51,8.08,4,4,17,19.77,19.77,50.26
1591,300270,中威电子,10.14,4.97,4,4,19,18.87,18.87,50.22
1629,300310,宜通世纪,7.60,-1.3,4,7,17,19.5,23.58,50.2
1521,300198,纳川股份,4.16,7.77,4,4,17,11.83,11.83,50.18
438,000996,中国中期,14.77,9.98,2,2,20,9.98,9.98,50.1
2871,601216,君正集团,4.05,-2.88,-1,-1,19,0.0,0.0,50.0
856,002428,云南锗业,8.46,4.7,4,4,18,10.73,10.73,50.0
3301,603729,龙韵股份,21.34,10.0,6,19,18,28.55,51.78,49.96
2865,601198,东兴证券,14.59,2.75,5,4,20,8.15,7.36,49.79
1495,300171,东富龙,10.26,-2.01,-1,19,17,0.0,53.36,49.78
2841,601106,中国一重,4.19,2.7,1,20,19,0.0,51.81,49.64
2221,600226,瀚叶股份,4.07,3.3,5,4,18,14.01,8.53,49.63
249,000712,锦龙股份,14.65,1.31,5,5,19,11.83,11.83,49.49
1560,300238,冠昊生物,14.52,-2.42,-1,10,18,0.0,36.34,49.38
1439,300113,顺网科技,18.92,10.0,4,4,18,29.59,29.59,49.33
808,002378,章源钨业,7.57,10.03,4,19,19,10.51,49.31,49.31
2230,600235,民丰特纸,8.21,0.98,4,19,16,5.53,61.61,49.27
1681,300366,创意信息,10.58,2.82,5,4,17,32.42,20.36,49.22
1735,300424,航新科技,21.32,-4.69,-2,-1,19,-4.69,0.0,49.2
3177,603396,金辰股份,41.60,-1.72,-2,-1,19,-1.72,0.0,49.16
1009,002587,奥拓电子,7.50,2.04,3,2,18,12.28,2.04,49.11
2664,600783,鲁信创投,24.42,-1.33,-1,3,17,0.0,-3.1,49.08
292,000783,长江证券,8.21,6.76,5,4,19,13.55,11.7,49.0
47,000063,中兴通讯,30.40,-2.88,-1,-1,20,0.0,0.0,48.95
1445,300119,瑞普生物,11.80,-2.07,10,20,20,38.17,48.8,48.8
2528,600622,光大嘉宝,8.80,-0.68,-1,-1,33,0.0,0.0,48.65
2359,600393,粤泰股份,3.27,0.93,4,4,19,9.36,9.36,48.64
727,002292,奥飞娱乐,8.41,3.57,4,19,16,21.53,55.45,48.59
835,002405,四维图新,24.50,3.24,3,3,24,1.79,1.79,48.57
7,000009,中国宝安,6.43,3.38,5,20,19,21.78,51.65,48.5
929,002505,大康农业,2.39,10.14,4,3,19,18.32,15.46,48.45
1424,300098,高新兴,10.26,-1.35,5,5,21,10.8,10.8,48.27
2906,601577,长沙银行,12.82,10.04,10,10,19,39.05,39.05,48.21
1922,300624,万兴科技,65.80,2.89,5,5,19,7.64,7.64,48.16
514,002073,软控股份,6.62,9.97,6,19,16,28.54,53.95,48.1
1880,300578,会畅通讯,23.10,5.43,5,5,17,19.2,19.2,48.08
940,002517,恺英网络,5.28,10.0,3,3,17,13.55,13.55,47.9
19,000025,特 力Ａ,38.27,10.0,4,4,18,33.11,33.11,47.87
974,002552,*ST宝鼎,8.62,-3.15,4,4,18,11.95,11.95,47.86
2802,600986,科达股份,6.09,4.64,4,4,19,14.26,14.26,47.82
1907,300608,思特奇,26.00,0.46,6,21,21,10.31,47.81,47.81
1691,300377,赢时胜,16.27,-1.69,-1,5,17,0.0,10.23,47.77
3038,603083,剑桥科技,35.11,9.99,4,4,18,33.09,33.09,47.65
1492,300168,万达信息,15.90,6.35,5,4,20,18.13,12.29,47.5
333,000838,财信发展,4.38,-2.45,-1,19,18,0.0,49.49,47.47
1721,300409,道氏技术,19.12,-1.19,-1,20,19,0.0,55.07,47.3
3280,603696,安记食品,14.40,7.62,10,19,18,36.23,52.87,47.24
408,000957,中通客车,8.39,-2.44,-1,-1,19,0.0,0.0,47.19
2635,600748,上实发展,8.36,1.95,1,19,26,0.0,43.15,47.18
2682,600804,鹏博士,12.26,3.9,4,4,19,23.34,23.34,47.0
3271,603679,华体科技,35.43,10.0,4,4,17,33.1,33.1,46.95
2712,600837,海通证券,14.81,10.03,2,3,21,10.03,13.66,46.92
474,002031,巨轮智能,2.98,2.76,4,4,19,21.14,21.14,46.8
1075,002656,摩登大道,7.54,-0.26,10,19,18,24.63,48.72,46.69
2509,600601,方正科技,3.96,10.0,4,4,19,22.6,22.6,46.67
676,002239,奥特佳,3.05,5.17,4,4,18,20.08,20.08,46.63
3000,603019,中科曙光,56.01,0.13,5,4,21,20.01,16.91,46.62
1200,002797,第一创业,8.68,3.46,5,5,18,14.21,14.21,46.62
629,002192,融捷股份,31.50,6.71,2,2,19,6.71,6.71,46.58
788,002356,赫美集团,9.41,10.06,9,8,5,54.26,48.19,46.57
1456,300130,新国都,17.51,-1.35,-1,10,20,0.0,31.65,46.53
743,002308,威创股份,6.52,2.84,6,20,19,18.55,53.41,46.52
3396,603963,大理药业,16.54,0.06,3,19,16,10.05,52.02,46.37
849,002421,达实智能,5.56,4.91,4,4,18,26.94,26.94,46.32
380,000917,电广传媒,9.44,-1.05,-1,5,17,0.0,12.65,46.13
1616,300297,蓝盾股份,7.80,1.83,4,4,19,17.65,17.65,46.07
1380,300050,世纪鼎利,7.80,9.86,4,4,18,22.26,22.26,46.07
924,002500,山西证券,9.21,2.56,5,5,19,9.77,9.77,45.96
2607,600718,东软集团,15.70,10.02,4,4,17,24.6,24.6,45.91
3051,603108,润达医疗,10.30,9.23,11,20,20,27.16,45.89,45.89
1908,300609,汇纳科技,42.15,2.98,1,10,20,0.0,30.98,45.85
453,002008,大族激光,42.44,-3.92,-1,4,33,0.0,1.05,45.84
920,002496,ST辉丰,3.15,5.7,2,2,23,5.7,5.7,45.83
1480,300156,神雾环保,4.71,3.74,4,4,18,8.78,8.78,45.82
1362,300032,金龙机电,4.17,2.21,5,19,18,12.1,49.46,45.8
1520,300197,铁汉生态,5.00,-2.15,-1,20,19,0.0,51.98,45.77
2839,601100,恒立液压,29.55,-2.8,-1,-1,39,0.0,0.0,45.71
1583,300262,巴安水务,8.52,-0.12,-2,-1,20,-0.12,0.0,45.64
1162,002751,易尚展示,29.63,9.99,6,5,17,22.03,19.57,45.53
689,002252,上海莱士,9.59,-1.54,2,5,14,-1.54,4.92,45.52
987,002565,顺灏股份,13.30,5.72,6,5,6,45.51,40.74,45.51
401,000948,南天信息,14.55,2.54,5,20,19,9.81,49.38,45.5
1324,002936,郑州银行,7.23,9.38,4,10,17,12.79,39.58,45.47
1539,300216,千山药机,5.12,4.49,6,19,18,17.16,56.1,45.45
167,000596,古井贡酒,78.42,0.59,-3,-2,37,-0.81,0.59,45.44
3237,603609,禾丰牧业,11.62,-1.78,-1,5,19,0.0,6.12,45.43
891,002464,众应互联,11.10,4.62,3,3,18,7.87,7.87,45.29
697,002261,拓维信息,6.16,-0.65,3,3,18,4.58,4.58,45.28
2503,600595,中孚实业,3.31,9.97,5,3,15,25.38,15.73,45.18
1627,300308,中际旭创,59.37,-3.46,5,4,20,9.14,8.24,45.16
3109,603239,浙江仙通,14.86,1.02,5,10,18,27.44,39.53,45.12
3244,603626,科森科技,10.59,3.22,4,3,19,10.31,3.42,45.07
2356,600390,五矿资本,10.85,-0.46,5,20,19,4.93,47.82,45.05
1549,300226,上海钢联,78.50,0.0,-2,-2,20,0.0,0.0,44.99
1742,300431,暴风集团,11.54,10.01,4,4,17,18.72,18.72,44.97
1092,002673,西部证券,11.67,3.46,5,4,19,10.51,9.68,44.97
1315,002926,华西证券,13.20,7.49,5,5,17,18.07,18.07,44.9
2617,600728,佳都科技,11.78,-0.51,-1,10,20,0.0,25.72,44.9
2364,600399,*ST抚钢,3.91,-0.26,5,20,19,2.89,46.99,44.81
2205,600208,新湖中宝,4.17,8.59,5,20,20,12.7,44.79,44.79
2854,601155,新城控股,34.96,-4.01,-1,-1,42,0.0,0.0,44.7
2161,600155,华创阳安,11.16,5.18,5,4,19,12.16,10.82,44.56
2852,601138,工业富联,17.19,2.81,6,10,20,13.92,22.0,44.45
2176,600172,黄河旋风,4.94,4.0,4,4,19,15.96,15.96,44.44
2896,601388,怡球资源,3.09,3.69,4,10,18,13.19,32.05,44.39
533,002093,国脉科技,10.71,9.96,4,4,19,27.2,27.2,44.34
1016,002596,海南瑞泽,10.00,-3.01,-1,19,17,0.0,46.41,44.3
1435,300109,新开源,19.88,10.02,6,20,18,17.49,55.31,44.27
3113,603266,天龙股份,20.31,8.32,10,10,17,37.69,37.69,44.25
1635,300316,晶盛机电,15.11,-2.95,-1,5,22,0.0,6.78,44.18
1084,002665,首航节能,3.73,10.03,4,4,18,18.79,18.79,44.02
1576,300255,常山药业,6.22,10.09,4,14,19,22.92,37.92,43.98
1778,300468,四方精创,17.27,-0.06,5,4,18,14.37,13.69,43.92
1512,300189,神农基因,3.74,5.35,5,5,18,19.11,19.11,43.85
2927,601689,拓普集团,21.03,-0.61,-1,9,20,0.0,31.11,43.84
157,000584,哈工智能,9.13,1.22,4,4,18,10.94,10.94,43.78
2056,600020,中原高速,5.78,10.1,4,4,19,17.96,17.96,43.78
3278,603690,至纯科技,23.16,-2.53,-1,20,19,0.0,51.37,43.76
645,002208,合肥城建,14.45,3.21,1,10,19,0.0,32.57,43.64
2191,600191,华资实业,5.80,1.75,4,4,17,6.62,6.62,43.56
1981,300687,赛意信息,29.11,1.64,4,4,19,11.36,11.36,43.47
230,000686,东北证券,9.84,3.69,5,4,20,9.82,9.7,43.44
1901,300601,康泰生物,44.07,-1.19,-2,9,20,-1.19,16.0,43.41
2276,600291,西水股份,15.90,-2.87,-1,5,23,0.0,5.09,43.37
1346,300014,亿纬锂能,23.28,4.02,6,11,28,14.23,23.76,43.26
1400,300072,三聚环保,11.69,-0.93,-1,10,18,0.0,28.32,43.26
222,000677,恒天海龙,3.71,-2.62,-1,20,18,0.0,50.2,43.24
1101,002683,宏大爆破,12.27,6.42,4,4,19,17.42,17.42,43.17
1692,300378,鼎捷软件,14.80,8.9,4,4,20,16.44,16.44,43.13
515,002074,国轩高科,17.76,1.49,1,10,20,0.0,8.69,43.0
126,000540,中天金融,5.09,-0.2,5,19,18,3.25,48.4,42.98
618,002181,粤 传 媒,6.29,0.64,4,4,18,13.13,13.13,42.95
3248,603633,徕木股份,13.90,-0.71,4,4,18,9.28,9.28,42.86
1355,300024,机器人,20.18,5.16,5,10,20,20.77,29.53,42.82
1374,300044,赛为智能,9.15,1.33,5,9,19,9.84,13.66,42.75
79,000413,东旭光电,6.25,0.48,5,4,19,9.27,7.76,42.69
969,002547,春兴精工,9.26,-2.63,-1,4,19,0.0,2.55,42.68
450,002005,德豪润达,3.21,1.9,4,3,17,13.83,7.72,42.67
2553,600652,游久游戏,4.95,10.0,4,18,14,20.15,51.38,42.65
2809,600996,贵广网络,9.55,10.02,1,4,20,0.0,10.28,42.54
1509,300185,通裕重工,2.48,7.36,5,10,19,14.81,35.52,42.53
927,002503,搜于特,3.19,4.93,3,3,18,5.98,5.98,42.41
2550,600649,城投控股,7.96,2.84,4,4,19,23.22,23.22,42.4
513,002072,凯瑞德,7.96,3.78,3,9,16,14.2,25.55,42.4
134,000550,江铃汽车,21.35,1.67,5,11,27,5.69,28.23,42.33
2587,600695,绿庭投资,6.47,1.57,4,4,18,6.07,6.07,42.2
2966,601949,中国出版,6.37,3.75,10,19,17,35.82,45.43,42.19
1185,002777,久远银海,36.67,9.99,4,3,19,24.47,20.98,42.19
2213,600217,中再资环,5.84,4.29,6,9,19,19.18,18.94,42.09
1354,300023,宝德股份,8.17,0.86,5,3,18,6.66,3.55,42.09
